----------------------------- log1Hz20170708_1239.log --------------------------
Date	Time	Ts	Boatspeed	AW_angle	AW_speed	Heading	TW_angle	TW_speed	TW_Dir	Ext_SOG	Ext_COG	Latitudine	Longitudine	BS_target	TWA_target	BS_polar	Type_tgt	LeewayAng	LeewayMod	SET	DRIFT
08/07/17	13:01:23	12967	1.70	302	4.80	358	-78	4.15	278	1.90	10	4540.7686N	1341.0330E	5.08	315	6.05	Y	-1.15	0.03	47	0.36	
08/07/17	13:01:24	12968	1.70	302	4.80	358	-78	4.15	278	2.10	6	4540.7695N	1341.0331E	5.07	315	6.04	Y	-1.13	0.03	47	0.38	
08/07/17	13:01:25	12969	1.70	302	4.80	358	-78	4.15	278	2.10	6	4540.7700N	1341.0332E	5.07	315	6.04	Y	-1.11	0.03	47	0.41	
08/07/17	13:01:26	12970	1.70	301	4.70	358	-80	4.09	277	2.10	6	4540.7705N	1341.0333E	5.07	315	6.04	Y	-1.10	0.03	46	0.43	
08/07/17	13:01:28	12971	1.70	301	4.70	358	-80	4.09	277	2.00	8	4540.7710N	1341.0334E	5.05	315	6.03	Y	-1.09	0.03	46	0.42	
08/07/17	13:01:29	12972	1.70	301	4.60	358	-80	4.00	276	2.00	8	4540.7715N	1341.0336E	5.01	315	6.01	Y	-1.08	0.03	46	0.41	
08/07/17	13:01:30	12973	1.70	301	4.60	358	-80	4.00	276	2.00	4	4540.7725N	1341.0339E	4.95	315	5.95	Y	-1.07	0.03	46	0.38	
08/07/17	13:01:31	12974	1.60	301	4.40	358	-80	3.84	276	2.00	4	4540.7729N	1341.0341E	4.89	315	5.87	Y	-1.07	0.03	45	0.39	
08/07/17	13:01:32	12975	1.60	301	4.40	358	-80	3.84	276	2.00	5	4540.7734N	1341.0341E	4.87	315	5.84	Y	-1.05	0.03	45	0.42	
08/07/17	13:01:33	12976	1.60	301	4.40	358	-80	3.84	276	2.00	5	4540.7739N	1341.0341E	4.80	315	5.76	Y	-1.04	0.03	45	0.44	
08/07/17	13:01:34	12977	1.60	300	4.30	357	-81	3.75	274	2.00	5	4540.7744N	1341.0344E	4.66	315	5.59	Y	-1.02	0.03	44	0.45	
08/07/17	13:01:35	12978	1.60	300	4.30	357	-81	3.75	274	2.00	7	4540.7754N	1341.0345E	4.58	315	5.49	Y	-1.01	0.03	44	0.46	
08/07/17	13:01:36	12979	1.60	300	4.30	356	-81	3.75	273	2.00	7	4540.7754N	1341.0345E	4.52	315	5.42	Y	-1.00	0.03	44	0.47	
08/07/17	13:01:37	12980	1.60	301	4.20	356	-81	3.65	275	2.00	7	4540.7764N	1341.0350E	4.49	315	5.39	Y	-1.01	0.03	44	0.48	
08/07/17	13:01:38	12981	1.60	301	4.20	356	-81	3.65	275	1.90	6	4540.7769N	1341.0353E	4.54	315	5.45	Y	-1.03	0.03	44	0.45	
08/07/17	13:01:39	12982	1.60	299	4.30	356	-82	3.78	272	1.90	6	4540.7773N	1341.0356E	4.61	315	5.53	Y	-1.04	0.03	44	0.42	
08/07/17	13:01:40	12983	1.60	299	4.30	356	-82	3.78	272	1.90	8	4540.7783N	1341.0359E	4.71	315	5.65	Y	-1.03	0.03	44	0.42	
08/07/17	13:01:41	12984	1.60	299	4.30	355	-82	3.78	271	1.90	8	4540.7788N	1341.0359E	4.84	315	5.81	Y	-1.03	0.03	44	0.44	
08/07/17	13:01:42	12985	1.60	298	4.40	355	-83	3.92	270	1.90	8	4540.7793N	1341.0360E	4.89	315	5.86	Y	-1.03	0.03	44	0.45	
08/07/17	13:01:43	12986	1.60	298	4.40	355	-83	3.92	270	2.00	6	4540.7798N	1341.0361E	4.91	315	5.89	Y	-1.03	0.03	44	0.48	
08/07/17	13:01:44	12987	1.60	299	4.70	354	-81	4.17	274	2.00	6	4540.7803N	1341.0363E	4.98	315	5.98	Y	-1.07	0.03	44	0.50	
08/07/17	13:01:45	12988	1.60	299	4.70	354	-81	4.17	274	1.90	8	4540.7812N	1341.0363E	5.09	315	6.05	Y	-1.12	0.03	44	0.51	
08/07/17	13:01:46	12989	1.70	299	4.70	352	-82	4.15	273	1.90	8	4540.7812N	1341.0363E	5.24	316	6.14	Y	-1.14	0.03	44	0.49	
08/07/17	13:01:47	12990	1.70	301	5.00	352	-78	4.37	277	1.90	8	4540.7822N	1341.0366E	5.29	316	6.16	Y	-1.16	0.03	45	0.49	
08/07/17	13:01:48	12991	1.70	301	5.00	352	-78	4.37	277	2.10	11	4540.7827N	1341.0367E	5.30	316	6.17	Y	-1.19	0.04	45	0.58	
08/07/17	13:01:49	12992	1.70	303	5.20	350	-75	4.50	277	2.10	11	4540.7832N	1341.0367E	5.34	316	6.19	Y	-1.22	0.04	46	0.66	
08/07/17	13:01:50	12993	1.70	303	5.20	350	-75	4.50	277	2.00	5	4540.7842N	1341.0369E	5.37	316	6.21	Y	-1.24	0.04	46	0.63	
08/07/17	13:01:51	12994	1.70	303	5.20	348	-75	4.50	275	2.00	5	4540.7842N	1341.0369E	5.41	316	6.20	Y	-1.25	0.04	46	0.59	
08/07/17	13:01:52	12995	1.70	306	5.20	348	-72	4.42	279	2.00	5	4540.7852N	1341.0374E	5.42	317	6.19	Y	-1.25	0.04	46	0.59	
08/07/17	13:01:53	12996	1.70	306	5.20	348	-72	4.42	279	2.00	2	4540.7852N	1341.0374E	5.38	316	6.15	Y	-1.26	0.04	46	0.56	
08/07/17	13:01:54	12997	1.70	309	5.40	346	-68	4.52	282	2.00	2	4540.7861N	1341.0372E	5.30	316	6.06	Y	-2.15	0.06	46	0.53	
08/07/17	13:01:55	12998	1.70	309	5.40	346	-68	4.52	282	2.00	358	4540.7866N	1341.0374E	5.30	316	6.00	Y	-2.20	0.07	46	1.63	
08/07/17	13:01:56	12999	1.70	309	5.40	344	-68	4.52	280	2.00	358	4540.7866N	1341.0374E	5.34	316	5.97	Y	-2.22	0.07	46	1.10	
08/07/17	13:01:57	13000	1.70	312	5.50	344	-64	4.53	284	2.00	358	4540.7881N	1341.0375E	5.35	316	5.95	Y	-2.23	0.07	44	0.54	
08/07/17	13:01:58	13001	1.70	312	5.50	344	-64	4.53	284	2.00	358	4540.7881N	1341.0375E	5.35	316	5.86	Y	-2.26	0.07	44	0.41	
08/07/17	13:01:59	13002	1.70	315	5.70	342	-60	4.66	285	2.00	358	4540.7886N	1341.0375E	5.35	316	5.82	Y	-2.30	0.07	44	0.43	
08/07/17	13:02:00	13003	1.70	315	5.70	342	-60	4.66	285	2.00	352	4540.7891N	1341.0376E	5.39	316	5.80	Y	-2.33	0.07	43	0.42	
08/07/17	13:02:01	13004	1.70	315	5.70	341	-60	4.66	284	1.90	352	4540.7896N	1341.0375E	5.50	317	5.78	Y	-2.35	0.07	43	0.38	
08/07/17	13:02:02	13005	1.70	316	5.80	341	-58	4.72	284	1.90	352	4540.7905N	1341.0374E	5.50	317	5.78	Y	-2.35	0.07	43	0.35	
08/07/17	13:02:03	13006	1.70	316	5.80	341	-58	4.72	284	2.00	352	4540.7905N	1341.0374E	5.49	317	5.78	Y	-2.35	0.07	43	0.37	
08/07/17	13:02:04	13007	1.70	318	5.80	340	-56	4.68	285	2.00	352	4540.7910N	1341.0372E	5.49	317	5.78	Y	-2.36	0.07	43	0.39	
08/07/17	13:02:05	13008	1.70	318	5.80	340	-56	4.68	285	2.00	348	4540.7915N	1341.0371E	5.49	317	5.77	Y	-2.36	0.07	42	0.38	
08/07/17	13:02:06	13009	1.70	318	5.80	339	-56	4.68	284	2.00	348	4540.7920N	1341.0369E	5.49	317	5.75	Y	-2.37	0.07	42	0.37	
08/07/17	13:02:07	13010	1.70	318	5.90	339	-55	4.77	284	2.00	348	4540.7930N	1341.0366E	5.49	317	5.74	Y	-2.38	0.07	41	0.37	
08/07/17	13:02:08	13011	1.70	318	5.90	339	-55	4.77	284	1.90	352	4540.7935N	1341.0365E	5.51	317	5.75	Y	-2.39	0.07	41	0.37	
08/07/17	13:02:09	13012	1.70	319	5.90	339	-55	4.75	283	1.90	352	4540.7939N	1341.0363E	5.55	317	5.76	Y	-2.38	0.07	41	0.37	
08/07/17	13:02:10	13013	1.70	319	5.90	339	-55	4.75	283	1.90	347	4540.7944N	1341.0360E	5.54	317	5.76	Y	-2.37	0.07	41	0.33	
08/07/17	13:02:11	13014	1.70	319	5.90	338	-55	4.75	283	1.90	347	4540.7949N	1341.0360E	5.50	317	5.74	Y	-2.37	0.07	41	0.30	
08/07/17	13:02:12	13015	1.70	319	5.90	338	-55	4.75	283	1.90	347	4540.7959N	1341.0359E	5.49	317	5.74	Y	-2.36	0.07	40	0.28	
08/07/17	13:02:13	13016	1.70	319	5.90	338	-55	4.75	283	2.00	341	4540.7964N	1341.0358E	5.47	317	5.73	Y	-2.35	0.07	40	0.28	
08/07/17	13:02:14	13017	1.70	319	5.90	338	-55	4.76	282	2.00	341	4540.7969N	1341.0356E	5.43	317	5.72	Y	-2.36	0.07	39	0.28	
08/07/17	13:02:15	13018	1.70	319	5.90	338	-55	4.76	282	2.00	352	4540.7974N	1341.0354E	5.44	317	5.72	Y	-2.36	0.07	38	0.34	
08/07/17	13:02:16	13019	1.70	319	5.90	337	-55	4.76	281	2.00	352	4540.7974N	1341.0354E	5.48	317	5.75	Y	-2.36	0.07	38	0.42	
08/07/17	13:02:17	13020	1.70	319	6.00	337	-54	4.84	282	2.00	352	4540.7983N	1341.0353E	5.49	317	5.75	Y	-2.39	0.07	38	0.47	
08/07/17	13:02:18	13021	1.70	319	6.00	337	-54	4.84	282	1.90	345	4540.7988N	1341.0352E	5.53	317	5.76	Y	-2.41	0.07	38	0.40	
08/07/17	13:02:19	13022	1.70	320	6.00	336	-53	4.83	282	1.90	345	4540.7993N	1341.0352E	5.61	317	5.77	Y	-2.39	0.07	38	0.33	
08/07/17	13:02:20	13023	1.70	320	6.00	336	-53	4.83	282	2.00	343	4540.8003N	1341.0349E	5.59	317	5.76	Y	-2.38	0.07	37	0.32	
08/07/17	13:02:21	13024	1.80	320	6.00	337	-54	4.77	283	2.00	343	4540.8003N	1341.0349E	5.51	317	5.72	Y	-2.38	0.07	37	0.29	
08/07/17	13:02:22	13025	1.80	321	5.90	337	-53	4.64	284	2.00	343	4540.8013N	1341.0345E	5.48	317	5.71	Y	-2.36	0.07	37	0.27	
08/07/17	13:02:23	13026	1.80	321	5.90	337	-53	4.64	284	2.00	344	4540.8013N	1341.0344E	5.45	317	5.69	Y	-2.35	0.07	36	0.27	
08/07/17	13:02:24	13027	1.80	321	5.70	337	-53	4.44	284	2.00	344	4540.8018N	1341.0342E	5.37	316	5.64	Y	-2.32	0.07	36	0.27	
08/07/17	13:02:25	13028	1.80	321	5.70	337	-53	4.44	284	1.90	341	4540.8027N	1341.0341E	5.30	316	5.61	Y	-2.30	0.07	36	0.21	
08/07/17	13:02:26	13029	1.80	321	5.70	337	-53	4.44	284	1.90	341	4540.8027N	1341.0341E	5.23	316	5.60	Y	-2.30	0.07	35	0.16	
08/07/17	13:02:27	13030	1.80	321	5.70	337	-54	4.45	283	1.90	341	4540.8042N	1341.0338E	5.20	316	5.59	Y	-2.31	0.07	35	0.13	
08/07/17	13:02:28	13031	1.80	321	5.70	337	-54	4.45	283	2.00	345	4540.8047N	1341.0336E	5.23	316	5.61	Y	-2.31	0.07	34	0.18	
08/07/17	13:02:29	13032	1.80	320	5.70	337	-55	4.47	282	2.00	345	4540.8052N	1341.0334E	5.27	316	5.64	Y	-2.32	0.07	34	0.22	
08/07/17	13:02:30	13033	1.80	320	5.70	337	-55	4.47	282	1.90	347	4540.8052N	1341.0333E	5.30	316	5.66	Y	-2.32	0.07	34	0.24	
08/07/17	13:02:31	13034	1.80	320	5.70	337	-55	4.47	282	2.00	347	4540.8057N	1341.0331E	5.34	316	5.68	Y	-2.32	0.07	34	0.27	
08/07/17	13:02:33	13035	1.80	319	5.80	337	-55	4.59	280	2.00	347	4540.8071N	1341.0328E	5.35	316	5.69	Y	-2.35	0.07	34	0.30	
08/07/17	13:02:34	13036	1.80	319	5.80	337	-55	4.59	280	2.00	348	4540.8071N	1341.0328E	5.39	316	5.72	Y	-2.35	0.07	34	0.31	
08/07/17	13:02:35	13037	1.70	319	5.70	338	-55	4.56	280	2.00	348	4540.8076N	1341.0325E	5.47	317	5.76	Y	-2.33	0.07	34	0.34	
08/07/17	13:02:36	13038	1.70	319	5.70	338	-55	4.56	280	2.00	344	4540.8081N	1341.0323E	5.45	317	5.77	Y	-2.31	0.07	34	0.34	
08/07/17	13:02:37	13039	1.70	319	5.70	338	-55	4.56	280	2.00	344	4540.8086N	1341.0322E	5.37	316	5.74	Y	-2.31	0.07	33	0.33	
08/07/17	13:02:38	13040	1.70	319	5.50	338	-56	4.37	280	2.00	344	4540.8091N	1341.0323E	5.34	316	5.74	Y	-2.28	0.07	33	0.33	
08/07/17	13:02:39	13041	1.70	319	5.50	338	-56	4.37	280	2.00	347	4540.8101N	1341.0325E	5.31	316	5.72	Y	-2.26	0.07	32	0.34	
08/07/17	13:02:40	13042	1.80	319	5.50	338	-57	4.31	281	2.00	347	4540.8110N	1341.0323E	5.23	316	5.70	Y	-2.25	0.07	32	0.32	
08/07/17	13:02:41	13043	1.80	319	5.50	338	-57	4.31	281	2.00	343	4540.8115N	1341.0321E	5.18	316	5.68	Y	-2.24	0.07	32	0.28	
08/07/17	13:02:42	13044	1.70	319	5.50	339	-56	4.37	282	2.00	343	4540.8115N	1341.0320E	5.15	316	5.66	Y	-2.24	0.07	31	0.28	
08/07/17	13:02:43	13045	1.70	318	5.50	339	-56	4.37	282	2.00	343	4540.8120N	1341.0319E	5.14	315	5.65	Y	-2.25	0.07	30	0.29	
08/07/17	13:02:44	13046	1.70	318	5.50	339	-56	4.37	282	2.00	341	4540.8130N	1341.0314E	5.16	316	5.66	Y	-2.26	0.07	30	0.29	
08/07/17	13:02:45	13047	1.70	318	5.40	339	-57	4.28	281	2.00	341	4540.8135N	1341.0312E	5.20	316	5.68	Y	-2.24	0.07	29	0.30	
08/07/17	13:02:46	13048	1.70	318	5.40	339	-57	4.28	281	2.00	341	4540.8140N	1341.0312E	5.19	316	5.68	Y	-2.23	0.07	28	0.30	
08/07/17	13:02:47	13049	1.70	318	5.40	339	-57	4.28	281	2.00	346	4540.8140N	1341.0312E	5.15	316	5.68	Y	-2.23	0.07	27	0.30	
08/07/17	13:02:48	13050	1.70	317	5.40	340	-59	4.32	279	2.00	346	4540.8149N	1341.0311E	5.14	315	5.68	Y	-2.24	0.07	27	0.32	
08/07/17	13:02:49	13051	1.70	317	5.40	340	-59	4.32	279	2.00	346	4540.8154N	1341.0309E	5.16	316	5.70	Y	-2.23	0.07	26	0.32	
08/07/17	13:02:50	13052	1.70	317	5.40	340	-59	4.32	279	2.00	346	4540.8154N	1341.0309E	5.20	316	5.74	Y	-2.23	0.07	26	0.32	
08/07/17	13:02:51	13053	1.70	315	5.50	340	-60	4.46	278	2.00	346	4540.8164N	1341.0306E	5.21	316	5.76	Y	-2.26	0.07	25	0.32	
08/07/17	13:02:52	13054	1.70	315	5.50	340	-60	4.46	278	2.00	347	4540.8169N	1341.0306E	5.27	316	5.79	Y	-2.28	0.07	25	0.32	
08/07/17	13:02:53	13055	1.70	314	5.60	339	-61	4.57	277	2.00	347	4540.8174N	1341.0306E	5.39	316	5.84	Y	-2.26	0.07	24	0.33	
08/07/17	13:02:54	13056	1.70	314	5.60	339	-61	4.57	277	2.00	346	4540.8184N	1341.0303E	5.41	316	5.86	Y	-2.25	0.07	24	0.33	
08/07/17	13:02:55	13057	1.70	314	5.60	339	-61	4.57	276	2.00	346	4540.8193N	1341.0303E	5.36	316	5.85	Y	-2.25	0.07	24	0.33	
08/07/17	13:02:56	13058	1.70	314	5.50	339	-62	4.49	277	2.00	346	4540.8198N	1341.0303E	5.35	316	5.85	Y	-2.25	0.07	24	0.33	
08/07/17	13:02:57	13059	1.70	314	5.50	339	-62	4.49	277	1.90	347	4540.8198N	1341.0303E	5.35	316	5.85	Y	-2.25	0.07	23	0.31	
08/07/17	13:02:58	13060	1.70	314	5.60	338	-62	4.59	277	1.90	347	4540.8203N	1341.0300E	5.35	316	5.84	Y	-2.26	0.07	23	0.29	
08/07/17	13:02:59	13061	1.70	314	5.60	338	-62	4.59	277	2.00	345	4540.8213N	1341.0299E	5.37	316	5.84	Y	-2.28	0.07	23	0.30	
08/07/17	13:03:00	13062	1.70	314	5.60	338	-62	4.59	277	2.00	345	4540.8213N	1341.0299E	5.41	316	5.85	Y	-2.28	0.07	23	0.32	
08/07/17	13:03:01	13063	1.70	314	5.50	338	-61	4.48	278	2.00	345	4540.8223N	1341.0293E	5.42	317	5.85	Y	-2.26	0.07	23	0.33	
08/07/17	13:03:02	13064	1.70	314	5.50	338	-61	4.48	278	2.00	347	4540.8228N	1341.0293E	5.30	316	5.80	Y	-2.25	0.07	23	0.34	
08/07/17	13:03:03	13065	1.70	316	5.40	338	-60	4.34	280	2.00	347	4540.8232N	1341.0292E	5.30	316	5.80	Y	-2.24	0.07	23	0.36	
08/07/17	13:03:04	13066	1.70	316	5.40	338	-60	4.34	280	2.00	347	4540.8242N	1341.0291E	5.25	316	5.76	Y	-2.25	0.07	22	0.37	
08/07/17	13:03:05	13067	1.70	316	5.40	338	-60	4.34	280	2.00	347	4540.8242N	1341.0291E	5.22	316	5.71	Y	-2.25	0.07	22	0.37	
08/07/17	13:03:06	13068	1.70	318	5.40	338	-58	4.30	283	2.00	347	4540.8247N	1341.0292E	5.21	316	5.70	Y	-2.24	0.07	22	0.37	
08/07/17	13:03:07	13069	1.70	318	5.40	338	-58	4.30	283	1.90	344	4540.8257N	1341.0289E	5.19	316	5.68	Y	-2.24	0.07	22	0.32	
08/07/17	13:03:08	13070	1.70	318	5.50	339	-57	4.39	281	1.90	344	4540.8262N	1341.0289E	5.15	316	5.64	Y	-2.26	0.07	22	0.27	
08/07/17	13:03:09	13071	1.70	318	5.50	339	-57	4.39	281	2.00	345	4540.8267N	1341.0288E	5.16	316	5.65	Y	-2.26	0.07	22	0.28	
08/07/17	13:03:10	13072	1.70	318	5.50	339	-57	4.39	281	2.00	345	4540.8271N	1341.0291E	5.20	316	5.69	Y	-2.25	0.07	21	0.30	
08/07/17	13:03:11	13073	1.70	317	5.50	339	-58	4.41	279	2.00	345	4540.8281N	1341.0288E	5.21	316	5.70	Y	-2.25	0.07	21	0.31	
08/07/17	13:03:12	13074	1.70	317	5.50	339	-58	4.41	279	1.90	345	4540.8286N	1341.0288E	5.21	316	5.71	Y	-2.24	0.07	21	0.28	
08/07/17	13:03:13	13075	1.70	316	5.40	339	-60	4.35	277	1.90	345	4540.8291N	1341.0288E	5.21	316	5.73	Y	-2.22	0.07	21	0.26	
08/07/17	13:03:14	13076	1.70	316	5.40	339	-60	4.35	277	2.00	344	4540.8296N	1341.0284E	5.19	316	5.75	Y	-2.20	0.07	20	0.27	
08/07/17	13:03:15	13077	1.70	316	5.40	339	-60	4.35	277	2.00	344	4540.8301N	1341.0284E	5.15	316	5.76	Y	-2.19	0.06	20	0.29	
08/07/17	13:03:16	13078	1.70	313	5.50	339	-63	4.50	275	2.00	344	4540.8306N	1341.0281E	5.14	315	5.77	Y	-2.22	0.07	20	0.30	
08/07/17	13:03:17	13079	1.70	313	5.50	339	-63	4.50	275	2.00	348	4540.8315N	1341.0280E	5.21	316	5.80	Y	-2.23	0.07	19	0.32	
08/07/17	13:03:18	13080	1.70	312	5.60	339	-64	4.64	274	2.00	348	4540.8320N	1341.0277E	5.32	316	5.94	Y	-2.24	0.07	19	0.34	
08/07/17	13:03:19	13081	1.70	312	5.60	339	-64	4.64	274	2.00	350	4540.8325N	1341.0276E	5.40	316	6.00	Y	-2.25	0.07	19	0.37	
08/07/17	13:03:20	13082	1.70	312	5.60	339	-64	4.64	274	2.00	350	4540.8330N	1341.0276E	5.47	317	6.04	Y	-2.25	0.07	19	0.39	
08/07/17	13:03:21	13083	1.70	311	5.60	339	-65	4.66	274	2.00	350	4540.8335N	1341.0276E	5.50	317	6.06	Y	-2.24	0.07	20	0.41	
08/07/17	13:03:22	13084	1.70	311	5.60	339	-65	4.66	274	1.90	350	4540.8345N	1341.0276E	5.47	317	6.05	Y	-2.23	0.07	20	0.38	
08/07/17	13:03:23	13085	1.70	312	5.60	339	-63	4.63	277	1.90	350	4540.8354N	1341.0275E	5.43	317	6.03	Y	-2.24	0.07	20	0.36	
08/07/17	13:03:24	13086	1.70	312	5.60	339	-63	4.63	277	2.00	348	4540.8359N	1341.0273E	5.42	316	6.00	Y	-2.26	0.07	21	0.36	
08/07/17	13:03:26	13087	1.70	312	5.60	339	-63	4.63	277	2.00	348	4540.8359N	1341.0273E	5.42	316	5.88	Y	-2.27	0.07	21	0.36	
08/07/17	13:03:26	13088	1.70	313	5.60	339	-62	4.60	278	2.00	348	4540.8369N	1341.0272E	5.42	316	5.87	Y	-2.26	0.07	21	0.36	
08/07/17	13:03:28	13089	1.70	313	5.60	339	-62	4.60	278	2.00	347	4540.8374N	1341.0271E	5.40	316	5.86	Y	-2.26	0.07	21	0.36	
08/07/17	13:03:29	13090	1.70	316	5.40	340	-59	4.33	278	2.00	347	4540.8384N	1341.0269E	5.36	316	5.83	Y	-2.26	0.07	21	0.36	
08/07/17	13:03:30	13091	1.70	316	5.40	340	-59	4.33	283	2.00	348	4540.8389N	1341.0269E	5.35	316	5.82	Y	-2.22	0.07	21	0.36	
08/07/17	13:03:30	13092	1.70	316	5.40	340	-59	4.33	283	2.00	348	4540.8389N	1341.0269E	5.26	316	5.77	Y	-2.21	0.07	21	0.37	
08/07/17	13:03:31	13093	1.70	319	5.50	340	-55	4.35	288	2.00	348	4540.8398N	1341.0269E	5.11	315	5.66	Y	-2.25	0.07	21	0.37	
08/07/17	13:03:33	13094	1.70	319	5.50	340	-55	4.35	288	2.00	353	4540.8403N	1341.0266E	5.10	315	5.61	Y	-2.28	0.07	21	0.41	
08/07/17	13:03:34	13095	1.70	322	5.50	341	-52	4.29	288	2.00	353	4540.8408N	1341.0264E	5.19	316	5.59	Y	-2.29	0.07	21	0.44	
08/07/17	13:03:35	13096	1.70	322	5.50	341	-52	4.29	291	2.00	354	4540.8413N	1341.0262E	5.21	316	5.58	Y	-2.31	0.07	21	0.45	
08/07/17	13:03:36	13097	1.70	322	5.50	341	-52	4.29	291	2.00	354	4540.8418N	1341.0262E	5.23	316	5.57	Y	-2.32	0.07	22	0.46	
08/07/17	13:03:37	13098	1.70	323	5.60	341	-51	4.37	291	2.00	354	4540.8423N	1341.0262E	5.27	316	5.48	Y	-2.34	0.07	22	0.46	
08/07/17	13:03:38	13099	1.70	323	5.60	341	-51	4.37	291	1.90	355	4540.8428N	1341.0261E	5.30	316	5.47	Y	-2.35	0.07	23	0.43	
08/07/17	13:03:39	13100	1.60	323	5.60	342	-50	4.43	291	1.90	355	4540.8428N	1341.0261E	5.34	316	5.51	Y	-2.35	0.07	23	0.43	
08/07/17	13:03:40	13101	1.60	323	5.50	342	-50	4.33	290	1.90	355	4540.8438N	1341.0261E	5.35	316	5.52	Y	-2.31	0.07	23	0.43	
08/07/17	13:03:41	13102	1.60	323	5.50	342	-50	4.33	290	2.00	355	4540.8442N	1341.0261E	5.28	316	5.53	Y	-2.29	0.06	23	0.46	
08/07/17	13:03:42	13103	1.60	322	5.40	342	-51	4.25	289	2.00	355	4540.8447N	1341.0260E	5.17	316	5.55	Y	-2.26	0.06	24	0.49	
08/07/17	13:03:43	13104	1.60	322	5.40	342	-51	4.25	289	1.90	352	4540.8452N	1341.0259E	5.11	315	5.55	Y	-2.25	0.06	24	0.45	
08/07/17	13:03:44	13105	1.60	322	5.40	343	-51	4.25	289	1.90	352	4540.8452N	1341.0259E	5.08	315	5.56	Y	-2.24	0.06	24	0.42	
08/07/17	13:03:45	13106	1.60	322	5.30	343	-52	4.17	288	1.90	352	4540.8467N	1341.0258E	5.07	315	5.56	Y	-2.24	0.06	24	0.39	
08/07/17	13:03:46	13107	1.60	322	5.30	343	-52	4.17	288	2.00	351	4540.8467N	1341.0258E	5.07	315	5.56	Y	-2.23	0.06	24	0.40	
08/07/17	13:03:47	13108	1.60	321	5.30	343	-52	4.17	290	2.00	351	4540.8477N	1341.0254E	5.07	315	5.57	Y	-2.25	0.06	24	0.42	
08/07/17	13:03:48	13109	1.60	321	5.30	343	-52	4.17	290	1.90	354	4540.8486N	1341.0251E	5.09	315	5.58	Y	-2.26	0.06	24	0.41	
08/07/17	13:03:49	13110	1.60	321	5.30	344	-52	4.17	290	1.90	354	4540.8486N	1341.0251E	5.13	315	5.58	Y	-2.26	0.06	24	0.40	
08/07/17	13:03:50	13111	1.60	320	5.30	344	-54	4.20	287	1.90	354	4540.8496N	1341.0251E	5.14	316	5.59	Y	-2.26	0.06	24	0.39	
08/07/17	13:03:51	13112	1.60	320	5.30	344	-54	4.20	287	2.00	356	4540.8496N	1341.0251E	5.14	315	5.61	Y	-2.25	0.06	24	0.42	
08/07/17	13:03:52	13113	1.60	319	5.30	344	-55	4.22	287	2.00	356	4540.8501N	1341.0251E	5.14	316	5.64	Y	-2.24	0.06	24	0.46	
08/07/17	13:03:53	13114	1.60	319	5.30	344	-55	4.22	287	1.90	351	4540.8511N	1341.0249E	5.14	315	5.65	Y	-2.24	0.06	24	0.42	
08/07/17	13:03:54	13115	1.60	319	5.30	345	-55	4.22	288	1.90	351	4540.8516N	1341.0249E	5.14	316	5.66	Y	-2.24	0.06	24	0.37	
08/07/17	13:03:55	13116	1.60	319	5.30	345	-55	4.22	290	1.90	351	4540.8521N	1341.0248E	5.14	315	5.66	Y	-2.23	0.06	23	0.35	
08/07/17	13:03:56	13117	1.60	319	5.30	345	-55	4.22	290	2.00	352	4540.8525N	1341.0247E	5.12	315	5.64	Y	-2.23	0.06	23	0.38	
08/07/17	13:03:57	13118	1.60	319	5.30	346	-55	4.22	290	2.00	352	4540.8530N	1341.0245E	5.08	315	5.60	Y	-2.24	0.06	23	0.40	
08/07/17	13:03:58	13119	1.60	319	5.30	346	-55	4.22	290	1.90	352	4540.8540N	1341.0244E	5.09	315	5.60	Y	-2.25	0.06	23	0.37	
08/07/17	13:03:59	13120	1.60	319	5.30	346	-55	4.22	290	1.90	352	4540.8545N	1341.0245E	5.13	315	5.62	Y	-2.25	0.06	23	0.35	
08/07/17	13:04:00	13121	1.60	319	5.20	346	-56	4.13	289	1.90	352	4540.8555N	1341.0247E	5.14	316	5.63	Y	-2.22	0.06	22	0.33	
08/07/17	13:04:01	13122	1.60	319	5.20	346	-56	4.13	289	2.00	355	4540.8555N	1341.0247E	5.10	315	5.63	Y	-2.20	0.06	22	0.37	
08/07/17	13:04:02	13123	1.60	318	5.10	347	-57	4.05	287	2.00	355	4540.8564N	1341.0248E	5.02	315	5.62	Y	-2.18	0.06	22	0.41	
08/07/17	13:04:03	13124	1.60	318	5.10	347	-57	4.05	287	1.90	359	4540.8574N	1341.0249E	4.99	315	5.62	Y	-2.17	0.06	22	0.41	
08/07/17	13:04:04	13125	1.60	317	5.00	348	-59	3.98	288	1.90	359	4540.8579N	1341.0250E	5.00	315	5.67	Y	-2.17	0.06	22	0.42	
08/07/17	13:04:05	13126	1.60	317	5.00	348	-59	3.98	287	2.00	2	4540.8584N	1341.0250E	5.00	315	5.67	Y	-2.15	0.06	24	1.93	
08/07/17	13:04:06	13127	1.60	317	5.00	348	-59	3.98	287	2.00	2	4540.8584N	1341.0250E	4.96	315	5.63	Y	-2.13	0.06	25	1.64	
08/07/17	13:04:07	13128	1.60	316	5.00	348	-60	4.00	285	2.00	2	4540.8594N	1341.0250E	4.96	315	5.63	Y	-2.13	0.06	26	1.11	
