----------------------------- log1Hz20170708_1239.log --------------------------
Date	Time	Ts	Boatspeed	AW_angle	AW_speed	Heading	TW_angle	TW_speed	TW_Dir	Ext_SOG	Ext_COG	Latitudine	Longitudine	BS_target	TWA_target	BS_polar	Type_tgt	LeewayAng	LeewayMod	SET	DRIFT
08/07/17	13:04:08	13129	1.60	316	5.00	348	-60	4.00	285	1.90	2	4540.8599N	1341.0254E	4.91	315	5.61	Y	-2.13	0.06	26	0.75	
08/07/17	13:04:09	13130	1.60	316	5.00	349	-60	4.00	286	1.90	2	4540.8599N	1341.0254E	4.98	315	5.71	Y	-2.13	0.06	27	0.58	
08/07/17	13:04:10	13131	1.60	315	5.00	349	-61	4.03	285	1.90	2	4540.8608N	1341.0251E	5.00	315	5.74	Y	-2.14	0.06	27	0.50	
08/07/17	13:04:11	13132	1.60	315	5.00	349	-61	4.03	285	1.90	2	4540.8613N	1341.0253E	5.02	315	5.75	Y	-2.14	0.06	28	0.46	
08/07/17	13:04:12	13133	1.60	315	5.00	349	-61	4.03	288	1.90	2	4540.8618N	1341.0255E	5.06	315	5.79	Y	-2.13	0.06	28	0.45	
08/07/17	13:04:13	13134	1.60	315	5.00	349	-61	4.03	288	2.00	4	4540.8623N	1341.0256E	5.05	315	5.76	Y	-2.14	0.06	28	0.50	
08/07/17	13:04:14	13135	1.60	315	5.00	350	-61	4.03	288	2.00	4	4540.8633N	1341.0256E	5.01	315	5.72	Y	-2.14	0.06	29	0.53	
08/07/17	13:04:15	13136	1.60	316	5.00	350	-60	4.01	289	2.00	4	4540.8638N	1341.0258E	4.99	315	5.70	Y	-2.15	0.06	29	0.55	
08/07/17	13:04:16	13137	1.60	316	5.00	350	-60	4.01	289	1.90	358	4540.8643N	1341.0258E	4.99	315	5.70	Y	-2.15	0.06	28	1.61	
08/07/17	13:04:17	13138	1.60	317	4.90	350	-59	3.89	292	1.90	358	4540.8647N	1341.0258E	5.00	315	5.68	Y	-2.15	0.06	27	1.13	
08/07/17	13:04:18	13139	1.60	317	4.90	350	-59	3.89	292	1.90	356	4540.8652N	1341.0255E	4.96	315	5.62	Y	-2.15	0.06	26	0.61	
08/07/17	13:04:19	13140	1.50	317	4.90	351	-58	3.94	293	1.90	356	4540.8652N	1341.0255E	4.89	315	5.52	Y	-2.15	0.06	25	0.43	
08/07/17	13:04:20	13141	1.50	315	4.70	351	-61	3.79	288	1.90	356	4540.8667N	1341.0253E	4.87	315	5.49	Y	-2.11	0.06	24	0.39	
08/07/17	13:04:21	13142	1.50	315	4.70	351	-61	3.79	288	2.00	1	4540.8667N	1341.0254E	4.80	315	5.44	Y	-2.08	0.05	26	1.79	
08/07/17	13:04:22	13143	1.50	313	4.60	352	-64	3.73	285	2.00	1	4540.8672N	1341.0254E	4.66	315	5.34	Y	-2.06	0.05	27	1.48	
08/07/17	13:04:23	13144	1.50	313	4.60	352	-64	3.73	285	1.90	7	4540.8682N	1341.0256E	4.65	315	5.34	Y	-2.04	0.05	28	1.02	
08/07/17	13:04:24	13145	1.50	313	4.60	352	-64	3.73	286	1.90	7	4540.8687N	1341.0256E	4.73	315	5.48	Y	-2.03	0.05	28	0.75	
08/07/17	13:04:26	13146	1.50	310	4.60	352	-67	3.81	282	1.90	7	4540.8691N	1341.0256E	4.75	315	5.52	Y	-2.03	0.05	29	0.62	
08/07/17	13:04:26	13147	1.50	310	4.60	352	-67	3.81	282	1.90	4	4540.8696N	1341.0255E	4.79	315	5.59	Y	-2.01	0.05	29	0.54	
08/07/17	13:04:27	13148	1.50	308	4.60	353	-70	3.86	280	1.90	4	4540.8701N	1341.0254E	4.86	315	5.72	Y	-1.20	0.03	29	0.51	
08/07/17	13:04:28	13149	1.50	308	4.60	353	-70	3.86	280	1.90	10	4540.8706N	1341.0254E	4.92	315	5.83	Y	-1.19	0.03	30	0.54	
08/07/17	13:04:29	13150	1.50	308	4.60	353	-70	3.86	280	1.90	10	4540.8706N	1341.0255E	4.98	315	5.92	Y	-1.19	0.03	30	0.57	
08/07/17	13:04:30	13151	1.50	307	4.60	353	-71	3.89	280	1.90	10	4540.8721N	1341.0258E	5.00	315	5.96	Y	-1.18	0.03	31	0.59	
08/07/17	13:04:32	13152	1.50	307	4.60	353	-71	3.89	280	1.90	6	4540.8721N	1341.0259E	4.96	315	5.91	Y	-1.17	0.03	31	0.57	
08/07/17	13:04:33	13153	1.50	307	4.60	353	-71	3.89	280	1.90	6	4540.8726N	1341.0260E	4.89	315	5.83	Y	-1.17	0.03	31	0.55	
08/07/17	13:04:33	13154	1.50	307	4.60	353	-71	3.89	280	1.90	7	4540.8730N	1341.0262E	4.87	315	5.80	Y	-1.17	0.03	31	0.55	
08/07/17	13:04:35	13155	1.50	307	4.60	352	-71	3.89	280	1.90	7	4540.8735N	1341.0262E	4.88	315	5.79	Y	-1.18	0.03	32	0.56	
08/07/17	13:04:36	13156	1.50	308	4.70	352	-69	3.95	284	1.90	7	4540.8740N	1341.0262E	4.87	315	5.79	Y	-1.19	0.03	32	0.56	
08/07/17	13:04:36	13157	1.50	308	4.70	352	-69	3.95	284	1.90	4	4540.8755N	1341.0267E	4.91	315	5.82	Y	-2.02	0.05	32	0.54	
08/07/17	13:04:37	13158	1.50	310	4.90	353	-66	4.10	288	1.90	4	4540.8760N	1341.0269E	4.98	315	5.86	Y	-2.07	0.05	32	0.52	
08/07/17	13:04:38	13159	1.50	310	4.90	353	-66	4.10	288	1.80	2	4540.8760N	1341.0271E	5.02	315	5.85	Y	-2.11	0.06	33	0.46	
08/07/17	13:04:40	13160	1.50	310	4.90	352	-66	4.10	288	1.90	2	4540.8765N	1341.0272E	5.06	315	5.82	Y	-2.13	0.06	33	0.45	
08/07/17	13:04:41	13161	1.50	311	5.00	352	-65	4.17	288	1.90	2	4540.8770N	1341.0271E	5.07	315	5.81	Y	-2.14	0.06	33	0.45	
08/07/17	13:04:42	13162	1.50	311	5.00	352	-65	4.17	288	1.90	359	4540.8779N	1341.0269E	5.09	315	5.82	Y	-2.15	0.06	32	1.58	
08/07/17	13:04:43	13163	1.50	311	5.10	352	-64	4.26	289	1.90	359	4540.8784N	1341.0270E	5.13	315	5.84	Y	-2.17	0.06	31	1.16	
08/07/17	13:04:44	13164	1.50	311	5.10	352	-64	4.26	289	1.80	4	4540.8789N	1341.0271E	5.16	316	5.85	Y	-2.18	0.06	32	1.92	
08/07/17	13:04:45	13165	1.50	311	5.10	352	-64	4.26	289	1.80	4	4540.8789N	1341.0272E	5.20	316	5.82	Y	-2.19	0.06	33	1.42	
08/07/17	13:04:46	13166	1.50	312	5.10	352	-63	4.24	290	1.80	4	4540.8799N	1341.0273E	5.21	316	5.82	Y	-2.18	0.06	34	0.91	
08/07/17	13:04:47	13167	1.50	312	5.10	352	-63	4.24	290	1.90	3	4540.8804N	1341.0273E	5.19	316	5.80	Y	-2.18	0.06	35	0.64	
08/07/17	13:04:48	13168	1.50	314	5.30	352	-61	4.40	290	1.90	3	4540.8809N	1341.0276E	5.15	316	5.77	Y	-2.19	0.06	35	0.53	
08/07/17	13:04:49	13169	1.50	314	5.30	352	-61	4.40	293	1.80	0	4540.8813N	1341.0278E	5.14	315	5.76	Y	-2.24	0.06	35	0.45	
08/07/17	13:04:50	13170	1.50	314	5.30	352	-61	4.40	292	1.80	0	4540.8818N	1341.0278E	5.21	316	5.76	Y	-2.27	0.06	35	0.40	
08/07/17	13:04:51	13171	1.40	315	5.30	352	-58	4.42	295	1.80	0	4540.8823N	1341.0276E	5.32	316	5.77	Y	-2.26	0.06	34	0.41	
08/07/17	13:04:52	13172	1.40	315	5.30	352	-58	4.42	295	1.80	6	4540.8828N	1341.0277E	5.31	316	5.74	Y	-2.26	0.06	34	0.45	
08/07/17	13:04:53	13173	1.40	316	5.20	351	-57	4.30	295	1.80	6	4540.8833N	1341.0278E	5.23	316	5.68	Y	-2.27	0.06	35	0.49	
08/07/17	13:04:54	13174	1.40	316	5.20	351	-57	4.30	295	1.70	3	4540.8838N	1341.0278E	5.20	316	5.67	Y	-2.27	0.06	35	0.46	
08/07/17	13:04:55	13175	1.40	316	5.20	351	-57	4.30	295	1.70	3	4540.8838N	1341.0278E	5.21	316	5.67	Y	-2.27	0.06	35	0.43	
08/07/17	13:04:56	13176	1.40	317	5.20	351	-56	4.29	295	1.70	3	4540.8848N	1341.0280E	5.21	316	5.67	Y	-2.25	0.06	35	0.41	
08/07/17	13:04:57	13177	1.40	317	5.20	351	-56	4.29	295	1.70	1	4540.8857N	1341.0280E	5.19	316	5.66	Y	-2.25	0.05	35	0.39	
08/07/17	13:04:58	13178	1.30	317	5.20	351	-55	4.34	295	1.70	1	4540.8862N	1341.0280E	5.15	316	5.64	Y	-2.24	0.05	35	0.40	
08/07/17	13:04:59	13179	1.30	316	5.30	351	-56	4.46	294	1.70	1	4540.8862N	1341.0281E	5.14	315	5.64	Y	-2.28	0.05	34	0.42	
08/07/17	13:05:00	13180	1.30	316	5.30	351	-56	4.46	294	1.70	2	4540.8867N	1341.0282E	5.21	316	5.67	Y	-2.30	0.05	34	0.44	
08/07/17	13:05:01	13181	1.30	314	5.30	352	-58	4.49	292	1.70	2	4540.8872N	1341.0286E	5.32	316	5.71	Y	-2.30	0.05	34	0.45	
08/07/17	13:05:02	13182	1.30	314	5.30	352	-58	4.49	292	1.80	4	4540.8877N	1341.0286E	5.35	316	5.79	Y	-2.29	0.05	34	0.49	
08/07/17	13:05:03	13183	1.30	312	5.30	352	-60	4.52	292	1.80	4	4540.8882N	1341.0291E	5.35	316	5.79	Y	-2.28	0.05	34	0.53	
08/07/17	13:05:04	13184	1.30	312	5.30	352	-60	4.52	289	1.70	360	4540.8887N	1341.0291E	5.35	316	5.80	Y	-2.28	0.05	33	1.44	
08/07/17	13:05:05	13185	1.30	312	5.30	352	-60	4.52	289	1.70	360	4540.8892N	1341.0291E	5.35	316	5.80	Y	-2.28	0.05	32	1.05	
08/07/17	13:05:06	13186	1.30	312	5.30	352	-61	4.54	289	1.70	360	4540.8896N	1341.0291E	5.41	316	5.86	Y	-2.24	0.05	30	0.63	
08/07/17	13:05:07	13187	1.30	312	5.30	352	-61	4.54	289	1.80	2	4540.8906N	1341.0289E	5.30	316	5.84	Y	-2.22	0.05	32	1.65	
08/07/17	13:05:08	13188	1.30	312	5.30	352	-61	4.54	289	1.80	2	4540.8906N	1341.0289E	5.30	316	5.84	Y	-2.22	0.05	33	1.33	
08/07/17	13:05:09	13189	1.30	311	5.20	352	-61	4.45	288	1.80	2	4540.8916N	1341.0292E	5.27	316	5.84	Y	-2.20	0.05	34	0.91	
08/07/17	13:05:10	13190	1.30	311	5.20	352	-61	4.45	288	1.80	5	4540.8916N	1341.0293E	5.26	316	5.83	Y	-2.19	0.05	34	0.70	
08/07/17	13:05:11	13191	1.30	310	5.20	352	-63	4.47	287	1.80	5	4540.8921N	1341.0293E	5.25	316	5.90	Y	-2.21	0.05	34	0.62	
08/07/17	13:05:12	13192	1.30	310	5.20	352	-63	4.47	287	1.80	7	4540.8931N	1341.0292E	5.33	316	5.96	Y	-2.22	0.05	34	0.60	
08/07/17	13:05:13	13193	1.30	310	5.20	352	-63	4.47	287	1.80	7	4540.8936N	1341.0292E	5.36	316	5.98	Y	-2.21	0.05	34	0.60	
08/07/17	13:05:14	13194	1.30	310	5.40	352	-63	4.68	288	1.80	7	4540.8940N	1341.0293E	5.36	316	5.98	Y	-2.25	0.05	34	0.60	
08/07/17	13:05:15	13195	1.30	310	5.40	352	-63	4.68	288	1.90	360	4540.8945N	1341.0295E	5.41	316	6.00	Y	-2.28	0.05	33	1.50	
08/07/17	13:05:16	13196	1.30	310	5.50	352	-63	4.78	290	1.90	360	4540.8950N	1341.0297E	5.53	317	6.06	Y	-2.31	0.05	32	1.14	
08/07/17	13:05:17	13197	1.30	310	5.50	352	-63	4.78	290	1.90	9	4540.8950N	1341.0297E	5.59	317	5.94	Y	-2.32	0.05	33	1.94	
08/07/17	13:05:18	13198	1.30	310	5.50	351	-63	4.78	289	1.90	9	4540.8955N	1341.0300E	5.62	317	5.93	Y	-2.33	0.05	34	1.55	
08/07/17	13:05:19	13199	1.30	311	5.50	351	-61	4.75	291	1.90	9	4540.8965N	1341.0302E	5.63	317	5.93	Y	-2.30	0.05	35	1.13	
08/07/17	13:05:20	13200	1.30	311	5.50	351	-61	4.75	291	1.90	5	4540.8965N	1341.0302E	5.56	317	5.90	Y	-2.29	0.05	35	0.88	
08/07/17	13:05:21	13201	1.30	312	5.30	351	-60	4.53	291	1.90	5	4540.8975N	1341.0303E	5.45	317	5.84	Y	-2.27	0.05	35	0.76	
08/07/17	13:05:22	13202	1.30	312	5.30	351	-60	4.53	291	1.80	6	4540.8979N	1341.0305E	5.37	316	5.80	Y	-2.26	0.05	35	0.68	
08/07/17	13:05:23	13203	1.30	312	5.30	351	-60	4.53	291	1.80	6	4540.8979N	1341.0305E	5.30	316	5.77	Y	-2.26	0.05	35	0.64	
08/07/17	13:05:24	13204	1.30	312	5.40	351	-60	4.63	290	1.80	6	4540.8994N	1341.0306E	5.27	316	5.76	Y	-2.30	0.05	35	0.62	
08/07/17	13:05:25	13205	1.30	312	5.40	351	-60	4.63	290	1.70	6	4540.8994N	1341.0306E	5.35	316	5.79	Y	-2.31	0.05	35	0.57	
08/07/17	13:05:26	13206	1.30	312	5.50	350	-60	4.74	289	1.70	6	4540.8999N	1341.0309E	5.46	317	5.85	Y	-2.32	0.05	35	0.55	
08/07/17	13:05:27	13207	1.30	312	5.50	350	-60	4.74	289	1.70	3	4540.9004N	1341.0310E	5.52	317	5.88	Y	-2.32	0.05	35	0.52	
08/07/17	13:05:28	13208	1.40	312	5.50	350	-61	4.69	288	1.70	3	4540.9004N	1341.0310E	5.55	317	5.89	Y	-2.32	0.05	35	0.47	
08/07/17	13:05:29	13209	1.40	311	5.60	350	-62	4.80	288	1.70	3	4540.9014N	1341.0312E	5.56	317	5.90	Y	-2.31	0.06	36	0.44	
08/07/17	13:05:30	13210	1.40	311	5.60	350	-62	4.80	288	1.80	358	4540.9019N	1341.0312E	5.54	317	5.89	Y	-2.30	0.06	35	1.45	
08/07/17	13:05:31	13211	1.30	312	5.50	349	-60	4.73	289	1.80	358	4540.9023N	1341.0315E	5.50	317	5.89	Y	-2.29	0.05	34	1.07	
08/07/17	13:05:32	13212	1.30	312	5.50	349	-60	4.73	289	1.70	0	4540.9028N	1341.0315E	5.46	317	5.86	Y	-2.30	0.05	35	1.76	
08/07/17	13:05:34	13213	1.30	312	5.50	348	-60	4.73	288	1.70	0	4540.9028N	1341.0315E	5.43	317	5.82	Y	-2.30	0.05	36	1.32	
08/07/17	13:05:34	13214	1.30	313	5.30	348	-59	4.51	290	1.70	0	4540.9038N	1341.0312E	5.42	316	5.81	Y	-2.29	0.05	37	0.88	
08/07/17	13:05:36	13215	1.30	313	5.30	348	-59	4.51	290	1.70	3	4540.9043N	1341.0312E	5.40	316	5.79	Y	-2.29	0.05	37	0.66	
08/07/17	13:05:37	13216	1.30	313	5.20	348	-59	4.42	289	1.70	3	4540.9048N	1341.0312E	5.36	316	5.76	Y	-2.28	0.05	37	0.56	
08/07/17	13:05:37	13217	1.30	313	5.20	348	-59	4.42	289	1.70	360	4540.9053N	1341.0315E	5.32	316	5.76	Y	-2.26	0.05	37	1.38	
08/07/17	13:05:38	13218	1.30	313	5.20	349	-59	4.42	289	1.70	360	4540.9058N	1341.0315E	5.29	316	5.77	Y	-2.26	0.05	35	0.97	
08/07/17	13:05:39	13219	1.30	313	5.20	349	-60	4.42	289	1.70	360	4540.9067N	1341.0317E	5.28	316	5.77	Y	-2.27	0.05	34	0.57	
08/07/17	13:05:41	13220	1.30	313	5.20	349	-60	4.42	289	1.70	1	4540.9072N	1341.0319E	5.30	316	5.78	Y	-2.27	0.05	35	1.65	
08/07/17	13:05:42	13221	1.30	312	5.30	350	-61	4.54	287	1.70	1	4540.9077N	1341.0317E	5.34	316	5.80	Y	-2.29	0.05	37	1.33	
08/07/17	13:05:42	13222	1.30	312	5.30	350	-61	4.54	287	1.70	1	4540.9077N	1341.0316E	5.40	316	5.83	Y	-2.29	0.05	37	0.88	
08/07/17	13:05:44	13223	1.30	312	5.30	350	-61	4.54	287	1.80	1	4540.9082N	1341.0317E	5.47	317	5.89	Y	-2.28	0.05	37	0.66	
08/07/17	13:05:45	13224	1.30	310	5.50	350	-62	4.76	287	1.80	1	4540.9092N	1341.0321E	5.50	317	5.91	Y	-2.31	0.05	37	0.58	
08/07/17	13:05:46	13225	1.30	310	5.50	350	-62	4.76	287	1.70	4	4540.9092N	1341.0321E	5.53	317	5.92	Y	-2.32	0.05	37	0.54	
08/07/17	13:05:47	13226	1.30	310	5.50	350	-62	4.77	287	1.70	4	4540.9097N	1341.0323E	5.61	317	5.95	Y	-2.29	0.05	37	0.51	
08/07/17	13:05:48	13227	1.30	310	5.50	350	-62	4.77	287	1.70	0	4540.9106N	1341.0323E	5.59	317	5.95	Y	-2.28	0.05	37	0.49	
08/07/17	13:05:49	13228	1.30	310	5.50	348	-62	4.77	285	1.70	0	4540.9106N	1341.0323E	5.51	317	5.92	Y	-2.28	0.05	36	0.47	
08/07/17	13:05:50	13229	1.30	310	5.50	348	-63	4.78	285	1.70	0	4540.9116N	1341.0327E	5.48	317	5.91	Y	-2.28	0.05	36	0.47	
08/07/17	13:05:51	13230	1.30	310	5.50	348	-63	4.78	285	1.70	6	4540.9116N	1341.0327E	5.49	317	5.91	Y	-2.29	0.05	36	0.51	
08/07/17	13:05:52	13231	1.30	311	5.30	346	-62	4.56	285	1.70	6	4540.9121N	1341.0328E	5.49	317	5.90	Y	-2.25	0.05	36	0.54	
08/07/17	13:05:53	13232	1.30	311	5.30	346	-62	4.56	285	1.70	0	4540.9126N	1341.0330E	5.42	317	5.86	Y	-2.24	0.05	36	0.53	
08/07/17	13:05:54	13233	1.30	311	5.30	345	-62	4.56	284	1.70	0	4540.9131N	1341.0330E	5.31	316	5.81	Y	-2.24	0.05	36	0.52	
08/07/17	13:05:55	13234	1.30	313	5.20	345	-60	4.42	287	1.70	0	4540.9136N	1341.0330E	5.27	316	5.79	Y	-2.24	0.05	36	0.52	
08/07/17	13:05:56	13235	1.30	313	5.20	345	-60	4.42	287	1.70	2	4540.9136N	1341.0330E	5.26	316	5.76	Y	-2.25	0.05	36	0.54	
08/07/17	13:05:57	13236	1.20	315	5.10	343	-56	4.34	289	1.70	2	4540.9141N	1341.0332E	5.22	316	5.71	Y	-2.25	0.05	36	0.58	
08/07/17	13:05:58	13237	1.20	315	5.10	343	-56	4.34	289	1.70	358	4540.9150N	1341.0333E	5.18	316	5.66	Y	-2.25	0.05	36	1.31	
08/07/17	13:05:59	13238	1.20	317	5.20	342	-53	4.39	287	1.70	358	4540.9155N	1341.0333E	5.15	316	5.62	Y	-2.26	0.05	34	0.91	
08/07/17	13:06:00	13239	1.20	317	5.20	342	-53	4.39	291	1.70	358	4540.9160N	1341.0334E	5.14	315	5.60	Y	-2.28	0.05	33	0.61	
08/07/17	13:06:01	13240	1.20	317	5.20	342	-53	4.39	291	1.60	357	4540.9160N	1341.0334E	5.16	316	5.59	Y	-2.29	0.05	32	0.52	
08/07/17	13:06:02	13241	1.20	319	5.20	341	-51	4.36	292	1.60	357	4540.9165N	1341.0333E	5.20	316	5.55	Y	-2.30	0.05	32	0.51	
08/07/17	13:06:03	13242	1.20	319	5.20	341	-51	4.36	292	1.70	352	4540.9170N	1341.0333E	5.21	316	5.47	Y	-2.31	0.05	32	0.52	
08/07/17	13:06:04	13243	1.20	322	5.10	339	-49	4.23	290	1.70	352	4540.9175N	1341.0334E	5.21	316	5.39	Y	-2.31	0.05	31	0.54	
08/07/17	13:06:05	13244	1.20	322	5.10	339	-49	4.23	293	1.70	355	4540.9180N	1341.0333E	5.21	316	5.37	Y	-2.28	0.05	31	0.56	
08/07/17	13:06:06	13245	1.20	322	5.10	339	-49	4.23	293	1.70	355	4540.9185N	1341.0333E	5.17	316	5.30	Y	-2.27	0.05	31	0.59	
08/07/17	13:06:07	13246	1.20	323	5.00	338	-47	4.11	292	1.70	355	4540.9194N	1341.0333E	5.09	315	5.18	Y	-2.25	0.05	30	0.60	
08/07/17	13:06:08	13247	1.20	323	5.00	338	-47	4.11	292	1.70	352	4540.9199N	1341.0331E	5.04	315	5.13	Y	-2.24	0.05	30	0.59	
08/07/17	13:06:09	13248	1.20	322	5.10	337	-48	4.22	288	1.70	352	4540.9204N	1341.0330E	5.01	315	5.13	Y	-2.27	0.05	30	0.58	
08/07/17	13:06:10	13249	1.20	322	5.10	337	-48	4.22	288	1.70	356	4540.9209N	1341.0330E	5.04	315	5.20	Y	-2.28	0.05	30	0.60	
08/07/17	13:06:11	13250	1.20	322	5.10	336	-48	4.22	286	1.70	356	4540.9214N	1341.0330E	5.15	316	5.38	Y	-2.28	0.05	29	0.62	
08/07/17	13:06:12	13251	1.20	322	5.10	336	-48	4.22	287	1.70	356	4540.9219N	1341.0328E	5.15	316	5.38	Y	-2.27	0.05	29	0.64	
08/07/17	13:06:13	13252	1.20	322	5.10	336	-48	4.22	287	1.70	352	4540.9224N	1341.0327E	5.12	315	5.34	Y	-2.26	0.05	29	0.64	
08/07/17	13:06:14	13253	1.20	324	5.00	334	-46	4.09	289	1.70	352	4540.9229N	1341.0328E	5.04	315	5.21	Y	-2.25	0.05	29	0.63	
08/07/17	13:06:15	13254	1.20	324	5.00	334	-46	4.09	289	1.70	354	4540.9233N	1341.0327E	5.04	315	5.21	Y	-2.24	0.05	29	0.65	
08/07/17	13:06:16	13255	1.20	324	5.00	334	-46	4.09	289	1.70	354	4540.9233N	1341.0330E	4.99	315	5.02	Y	-2.24	0.05	29	0.66	
08/07/17	13:06:17	13256	1.20	326	5.10	332	-44	4.16	290	1.70	354	4540.9243N	1341.0327E	4.99	315	5.02	Y	-2.28	0.05	29	0.67	
08/07/17	13:06:18	13257	1.20	326	5.10	332	-44	4.16	290	1.60	351	4540.9248N	1341.0323E	5.07	315	5.05	Y	-2.30	0.05	29	0.63	
08/07/17	13:06:19	13258	1.20	326	5.10	331	-44	4.16	288	1.60	351	4540.9248N	1341.0323E	5.18	316	5.04	Y	-2.31	0.05	29	0.60	
08/07/17	13:06:20	13259	1.20	327	5.20	331	-42	4.24	290	1.60	351	4540.9258N	1341.0323E	5.22	316	5.04	Y	-2.32	0.05	29	0.59	
08/07/17	13:06:21	13260	1.20	327	5.20	331	-42	4.24	290	1.70	349	4540.9258N	1341.0322E	5.21	316	4.96	Y	-2.31	0.05	29	0.61	
08/07/17	13:06:22	13261	1.20	330	5.30	329	-39	4.31	292	1.70	349	4540.9263N	1341.0321E	5.21	316	4.84	Y	-2.31	0.05	29	0.64	
08/07/17	13:06:23	13262	1.20	330	5.30	329	-39	4.31	292	1.60	343	4540.9268N	1341.0317E	5.21	316	4.66	Y	-2.30	0.05	28	0.59	
08/07/17	13:06:24	13263	1.20	330	5.30	328	-39	4.31	292	1.60	343	4540.9272N	1341.0315E	5.21	316	4.44	Y	-2.30	0.05	28	0.54	
08/07/17	13:06:25	13264	1.20	331	5.20	328	-37	4.19	292	1.60	343	4540.9277N	1341.0314E	5.21	316	4.36	Y	-2.26	0.05	28	0.51	
08/07/17	13:06:26	13265	1.20	331	5.20	328	-37	4.19	292	1.50	336	4540.9277N	1341.0312E	5.14	316	4.28	Y	-2.23	0.05	27	0.43	
08/07/17	13:06:27	13266	1.20	329	5.20	330	-39	4.21	288	1.50	336	4540.9282N	1341.0310E	5.03	315	4.09	Y	-2.27	0.05	27	0.37	
08/07/17	13:06:28	13267	1.20	329	5.20	330	-39	4.21	288	1.50	342	4540.9287N	1341.0310E	5.06	315	4.28	Y	-2.30	0.05	26	0.36	
08/07/17	13:06:29	13268	1.20	329	5.20	330	-39	4.21	289	1.50	342	4540.9287N	1341.0308E	5.18	316	4.75	Y	-2.31	0.05	26	0.36	
08/07/17	13:06:30	13269	1.20	330	5.30	330	-38	4.31	292	1.50	342	4540.9297N	1341.0302E	5.22	316	4.89	Y	-2.31	0.05	25	0.36	
08/07/17	13:06:31	13270	1.20	330	5.30	330	-38	4.31	292	1.50	343	4540.9302N	1341.0302E	5.21	316	4.75	Y	-2.31	0.05	25	0.37	
08/07/17	13:06:32	13271	1.20	330	5.20	332	-38	4.20	294	1.50	343	4540.9307N	1341.0302E	5.21	316	4.56	Y	-2.29	0.05	25	0.38	
08/07/17	13:06:33	13272	1.20	330	5.20	332	-38	4.20	294	1.50	345	4540.9312N	1341.0302E	5.19	316	4.47	Y	-2.28	0.05	25	0.39	
08/07/17	13:06:34	13273	1.20	330	5.20	333	-38	4.20	295	1.50	345	4540.9312N	1341.0298E	5.15	316	4.42	Y	-2.28	0.05	25	0.39	
08/07/17	13:06:35	13274	1.20	330	5.10	333	-39	4.11	293	1.50	345	4540.9321N	1341.0294E	5.14	315	4.40	Y	-2.25	0.05	24	0.39	
08/07/17	13:06:36	13275	1.20	330	5.10	333	-39	4.11	293	1.40	344	4540.9326N	1341.0294E	5.10	315	4.41	Y	-2.24	0.05	24	0.34	
08/07/17	13:06:37	13276	1.10	329	5.00	334	-39	4.09	294	1.40	344	4540.9331N	1341.0294E	5.02	315	4.41	Y	-2.21	0.04	24	0.34	
08/07/17	13:06:38	13277	1.10	329	5.00	334	-39	4.09	294	1.50	344	4540.9331N	1341.0291E	4.95	315	4.35	Y	-2.20	0.04	24	0.38	
08/07/17	13:06:39	13278	1.10	329	5.00	334	-39	4.09	295	1.50	344	4540.9336N	1341.0291E	4.89	315	4.25	Y	-2.20	0.04	23	0.41	
08/07/17	13:06:40	13279	1.10	329	5.00	334	-39	4.10	294	1.50	344	4540.9336N	1341.0291E	4.87	315	4.21	Y	-2.23	0.04	23	0.42	
08/07/17	13:06:41	13280	1.10	329	5.00	334	-39	4.10	294	1.50	339	4540.9341N	1341.0287E	4.95	315	4.34	Y	-2.24	0.04	22	0.41	
08/07/17	13:06:42	13281	1.10	328	5.00	336	-40	4.11	295	1.50	339	4540.9346N	1341.0284E	5.05	315	4.52	Y	-2.25	0.04	21	0.41	
08/07/17	13:06:43	13282	1.10	328	5.00	336	-40	4.11	295	1.50	342	4540.9351N	1341.0284E	5.08	315	4.62	Y	-2.26	0.04	21	0.40	
08/07/17	13:06:44	13283	1.10	328	5.00	338	-40	4.11	297	1.50	342	4540.9355N	1341.0283E	5.07	315	4.68	Y	-2.26	0.04	20	0.40	
08/07/17	13:06:45	13284	1.10	325	5.00	338	-44	4.15	291	1.50	342	4540.9360N	1341.0283E	5.07	315	4.70	Y	-2.26	0.04	19	0.40	
08/07/17	13:06:47	13285	1.10	325	5.00	338	-44	4.15	291	1.50	350	4540.9365N	1341.0283E	5.07	315	4.91	Y	-2.26	0.04	19	0.41	
08/07/17	13:06:48	13286	1.00	325	5.00	340	-43	4.22	292	1.50	350	4540.9370N	1341.0282E	5.07	315	5.14	Y	-2.26	0.04	18	0.46	
08/07/17	13:06:49	13287	1.00	323	4.80	340	-46	4.05	291	1.50	350	4540.9375N	1341.0280E	5.07	315	5.22	Y	-2.25	0.04	18	0.50	
08/07/17	13:06:50	13288	1.00	323	4.80	340	-46	4.05	291	1.50	344	4540.9375N	1341.0280E	5.05	315	5.22	Y	-2.24	0.04	18	0.50	
08/07/17	13:06:51	13289	1.00	322	4.80	341	-47	4.06	292	1.50	344	4540.9380N	1341.0278E	5.01	315	5.26	Y	-2.23	0.04	17	0.50	
08/07/17	13:06:52	13290	1.00	322	4.80	341	-47	4.06	292	1.60	347	4540.9385N	1341.0276E	4.99	315	5.27	Y	-2.23	0.04	16	0.54	
