----------------------------- log1Hz20170311_1212 --------------------------  
Date	Time	Ts	Boatspeed	AW_angle	AW_speed	Heading	TW_angle	TW_speed	TW_Dir	Ext_SOG	Ext_COG	Latitudine	Longitudine  
11/03/17	01:32:42	4938	3.60	26	11.79	248	37	8.70	284	3.60	244	4530.8574N	1330.2795E	
11/03/17	01:32:43	4939	3.69	26	11.80	248	37	8.64	284	3.70	244	4530.8569N	1330.2782E	
11/03/17	01:32:44	4940	3.70	26	11.71	248	37	8.54	285	3.70	246	4530.8564N	1330.2767E	
11/03/17	01:32:45	4941	3.70	27	11.70	250	38	8.57	288	3.70	246	4530.8560N	1330.2756E	
11/03/17	01:32:46	4942	3.79	26	11.61	249	38	8.37	286	3.80	246	4530.8555N	1330.2744E	
11/03/17	01:32:47	4943	3.89	26	11.60	249	38	8.28	287	3.90	242	4530.8550N	1330.2727E	
11/03/17	01:32:48	4944	3.81	26	11.33	246	38	8.08	284	3.80	237	4530.8545N	1330.2717E	
11/03/17	01:32:49	4945	3.89	27	11.21	241	40	7.94	281	3.90	233	4530.8535N	1330.2706E	
11/03/17	01:32:50	4946	4.08	27	11.20	237	41	7.79	278	4.10	227	4530.8525N	1330.2693E	
11/03/17	01:32:51	4947	4.28	27	11.20	231	42	7.64	273	4.30	227	4530.8511N	1330.2677E	
11/03/17	01:32:52	4948	4.39	32	10.93	231	49	7.55	280	4.40	226	4530.8501N	1330.2664E	
11/03/17	01:32:53	4949	4.76	33	10.63	230	54	7.12	284	4.80	229	4530.8491N	1330.2646E	
11/03/17	01:32:56	4950	4.98	33	10.60	232	56	6.98	288	5.00	231	4530.8481N	1330.2629E	
11/03/17	01:32:56	4951	5.00	35	10.51	234	59	7.01	293	5.00	231	4530.8477N	1330.2617E	
11/03/17	01:32:56	4952	5.00	36	10.41	234	61	7.00	295	5.00	230	4530.8472N	1330.2604E	
11/03/17	01:32:57	4953	5.18	37	10.40	233	63	6.99	296	5.20	230	4530.8462N	1330.2587E	
11/03/17	01:32:58	4954	5.38	37	10.40	233	65	6.91	298	5.40	231	4530.8452N	1330.2568E	
11/03/17	01:32:59	4955	5.40	38	10.67	233	65	7.22	298	5.40	232	4530.8447N	1330.2552E	
11/03/17	01:33:00	4956	5.40	39	10.88	234	66	7.49	300	5.40	234	4530.8442N	1330.2535E	
11/03/17	01:33:01	4957	5.40	39	10.90	236	66	7.51	302	5.40	234	4530.8433N	1330.2516E	
11/03/17	01:33:02	4958	5.40	38	10.99	237	64	7.52	302	5.40	233	4530.8423N	1330.2496E	
11/03/17	01:33:03	4959	5.49	38	11.18	237	64	7.64	301	5.50	232	4530.8418N	1330.2478E	
11/03/17	01:33:04	4960	5.59	39	11.20	234	66	7.70	300	5.60	231	4530.8408N	1330.2463E	
11/03/17	01:33:05	4961	5.60	39	11.20	233	66	7.70	300	5.60	232	4530.8398N	1330.2445E	
11/03/17	01:33:06	4962	5.60	38	11.38	235	64	7.78	299	5.60	232	4530.8389N	1330.2426E	
11/03/17	01:33:07	4963	5.51	38	11.58	236	63	7.99	299	5.50	233	4530.8379N	1330.2408E	
11/03/17	01:33:08	4964	5.50	38	11.60	236	63	8.01	299	5.50	232	4530.8369N	1330.2393E	
11/03/17	01:33:09	4965	5.59	38	11.51	237	64	7.89	301	5.60	234	4530.8359N	1330.2372E	
11/03/17	01:33:10	4966	5.60	38	11.50	238	64	7.88	302	5.60	235	4530.8350N	1330.2354E	
11/03/17	01:33:13	4967	5.69	36	11.68	239	62	7.84	300	5.70	235	4530.8340N	1330.2333E	
11/03/17	01:33:13	4968	5.61	37	11.79	240	62	8.04	302	5.60	237	4530.8335N	1330.2313E	
11/03/17	01:33:15	4969	5.60	34	12.07	243	57	8.08	300	5.60	240	4530.8330N	1330.2294E	
11/03/17	01:33:15	4970	5.51	34	12.10	243	56	8.14	299	5.50	239	4530.8320N	1330.2275E	
11/03/17	01:33:15	4971	5.50	34	12.46	241	55	8.48	297	5.50	238	4530.8311N	1330.2256E	
11/03/17	01:33:16	4972	5.50	33	12.59	243	54	8.53	297	5.40	240	4530.8301N	1330.2239E	
11/03/17	01:33:17	4973	5.41	33	12.51	249	53	8.50	302	5.40	246	4530.8296N	1330.2217E	
11/03/17	01:33:18	4974	5.31	33	12.50	250	53	8.55	303	5.30	247	4530.8286N	1330.2197E	
11/03/17	01:33:20	4975	5.21	29	12.68	252	47	8.53	299	5.30	249	4530.8281N	1330.2178E	
11/03/17	01:33:23	4976	5.02	29	12.88	254	45	8.83	299	5.00	251	4530.8276N	1330.2159E	
11/03/17	01:33:23	4977	4.82	29	12.90	253	44	8.99	297	4.80	249	4530.8271N	1330.2141E	
11/03/17	01:33:23	4978	4.53	29	12.90	254	43	9.20	296	4.50	250	4530.8267N	1330.2124E	
11/03/17	01:33:24	4979	4.32	27	12.81	247	40	9.18	287	4.30	243	4530.8257N	1330.2112E	
11/03/17	01:33:25	4980	4.30	28	12.26	238	41	8.70	279	4.30	233	4530.8252N	1330.2101E	
11/03/17	01:33:26	4981	4.39	28	12.21	234	42	8.58	276	4.50	230	4530.8242N	1330.2087E	
11/03/17	01:33:27	4982	4.49	30	11.93	233	45	8.34	278	4.60	229	4530.8237N	1330.2073E	
11/03/17	01:33:28	4983	4.59	31	11.54	233	48	7.96	281	4.70	229	4530.8232N	1330.2061E	
11/03/17	01:33:29	4984	4.69	33	11.32	233	52	7.81	285	4.70	230	4530.8223N	1330.2048E	
11/03/17	01:33:30	4985	4.88	33	11.30	233	53	7.68	286	4.90	229	4530.8213N	1330.2035E	
11/03/17	01:33:31	4986	4.90	35	11.30	232	56	7.80	288	5.10	229	4530.8203N	1330.2020E	
11/03/17	01:33:32	4987	5.17	36	11.39	232	59	7.81	291	5.20	228	4530.8188N	1330.2002E	
11/03/17	01:33:33	4988	5.38	36	11.40	231	60	7.72	291	5.50	227	4530.8174N	1330.1981E	
11/03/17	01:33:34	4989	5.58	37	11.49	232	62	7.79	294	5.50	228	4530.8164N	1330.1964E	
11/03/17	01:33:35	4990	5.60	37	11.50	232	63	7.79	294	5.90	228	4530.8154N	1330.1942E	
11/03/17	01:33:36	4991	5.78	35	11.50	235	61	7.55	296	5.80	232	4530.8145N	1330.1923E	
11/03/17	01:33:37	4992	5.80	35	11.50	239	61	7.53	300	5.80	236	4530.8135N	1330.1899E	
11/03/17	01:33:38	4993	5.80	36	11.86	241	61	7.93	302	5.80	238	4530.8130N	1330.1881E	
11/03/17	01:33:39	4994	5.80	37	12.08	240	62	8.21	302	5.80	236	4530.8120N	1330.1863E	
11/03/17	01:33:40	4995	5.80	37	12.37	241	61	8.49	303	5.80	238	4530.8115N	1330.1844E	
11/03/17	01:33:41	4996	5.80	35	12.49	242	59	8.44	301	5.80	239	4530.8110N	1330.1824E	
11/03/17	01:33:42	4997	5.89	35	12.50	242	59	8.39	301	5.90	239	4530.8101N	1330.1803E	
11/03/17	01:33:43	4998	5.81	34	12.77	243	56	8.60	299	5.80	239	4530.8091N	1330.1780E	
11/03/17	01:33:44	4999	5.71	32	12.89	242	53	8.61	295	5.70	238	4530.8081N	1330.1761E	
11/03/17	01:33:45	5000	5.61	31	13.17	242	50	8.85	292	5.60	238	4530.8071N	1330.1740E	
11/03/17	01:33:46	5001	5.60	31	13.20	243	50	8.88	293	5.60	239	4530.8066N	1330.1720E	
11/03/17	01:33:47	5002	5.60	32	13.38	244	51	9.12	294	5.60	240	4530.8052N	1330.1697E	
11/03/17	01:33:48	5003	5.60	32	13.40	244	51	9.14	295	5.60	240	4530.8047N	1330.1677E	
11/03/17	01:33:49	5004	5.69	32	13.40	243	51	9.09	294	5.70	240	4530.8037N	1330.1656E	
11/03/17	01:33:50	5005	5.70	31	13.67	244	50	9.27	294	5.70	240	4530.8032N	1330.1637E	
11/03/17	01:33:51	5006	5.70	30	13.88	244	48	9.39	292	5.70	240	4530.8022N	1330.1619E	
11/03/17	01:33:52	5007	5.70	30	13.99	245	47	9.49	292	5.70	242	4530.8018N	1330.1599E	
11/03/17	01:33:53	5008	5.70	30	14.00	246	47	9.50	293	5.70	240	4530.8008N	1330.1581E	
11/03/17	01:33:54	5009	5.79	30	14.00	244	48	9.44	292	5.80	241	4530.8003N	1330.1562E	
11/03/17	01:33:55	5010	5.80	30	14.18	245	48	9.61	293	5.80	241	4530.7993N	1330.1541E	
11/03/17	01:33:56	5011	5.80	30	14.20	245	48	9.62	292	5.80	240	4530.7983N	1330.1523E	
11/03/17	01:33:57	5012	5.80	30	14.20	244	48	9.62	292	5.80	240	4530.7974N	1330.1505E	
11/03/17	01:33:58	5013	5.89	30	14.11	244	48	9.48	292	5.90	242	4530.7964N	1330.1486E	
11/03/17	01:33:59	5014	5.81	30	14.01	245	48	9.44	293	5.80	241	4530.7959N	1330.1466E	
11/03/17	01:34:00	5015	5.80	30	14.00	245	48	9.43	293	5.80	240	4530.7954N	1330.1444E	
11/03/17	01:34:01	5016	5.89	31	14.00	244	50	9.44	293	5.90	236	4530.7944N	1330.1426E	
11/03/17	01:34:02	5017	5.99	31	14.00	240	50	9.39	291	6.00	235	4530.7935N	1330.1405E	
11/03/17	01:34:03	5018	6.09	32	14.00	239	52	9.40	291	6.10	235	4530.7925N	1330.1382E	
11/03/17	01:34:04	5019	6.10	32	14.00	239	52	9.40	291	6.00	235	4530.7915N	1330.1362E	
11/03/17	01:34:05	5020	6.01	33	14.00	239	53	9.53	292	6.00	235	4530.7905N	1330.1342E	
11/03/17	01:34:06	5021	5.91	33	14.09	239	52	9.68	291	5.90	235	4530.7896N	1330.1324E	
11/03/17	01:34:07	5022	5.99	33	14.19	239	53	9.73	292	5.90	235	4530.7886N	1330.1305E	
11/03/17	01:34:08	5023	6.00	33	14.20	239	53	9.73	292	6.00	236	4530.7876N	1330.1284E	
11/03/17	01:34:09	5024	6.00	32	14.20	242	51	9.66	294	6.00	239	4530.7871N	1330.1263E	
11/03/17	01:34:10	5025	6.00	32	14.29	242	51	9.74	293	6.00	238	4530.7861N	1330.1246E	
11/03/17	01:34:11	5026	6.00	32	14.21	242	51	9.66	294	6.00	238	4530.7856N	1330.1226E	
11/03/17	01:34:12	5027	5.91	32	14.20	241	51	9.71	292	5.90	237	4530.7842N	1330.1202E	
11/03/17	01:34:13	5028	5.90	32	14.20	242	51	9.71	293	5.90	238	4530.7837N	1330.1182E	
11/03/17	01:34:14	5029	5.90	31	14.20	242	50	9.64	291	5.90	238	4530.7827N	1330.1161E	
11/03/17	01:34:15	5030	5.90	30	14.38	242	48	9.74	290	5.90	239	4530.7817N	1330.1140E	
11/03/17	01:34:16	5031	5.99	30	14.40	242	48	9.69	290	6.00	238	4530.7808N	1330.1119E	
11/03/17	01:34:17	5032	6.00	30	14.40	243	48	9.68	291	6.10	239	4530.7803N	1330.1099E	
11/03/17	01:34:18	5033	6.09	30	14.49	244	48	9.71	292	6.10	240	4530.7793N	1330.1079E	
11/03/17	01:34:19	5034	6.01	31	14.41	244	49	9.75	294	6.00	240	4530.7788N	1330.1060E	
11/03/17	01:34:21	5035	6.00	31	14.40	243	49	9.76	292	6.00	239	4530.7778N	1330.1039E	
11/03/17	01:34:21	5036	6.00	31	14.40	243	49	9.76	292	6.00	239	4530.7769N	1330.1019E	
11/03/17	01:34:23	5037	5.91	32	14.13	244	51	9.63	295	5.90	240	4530.7764N	1330.0999E	
11/03/17	01:34:24	5038	5.90	32	14.10	245	51	9.62	296	6.00	241	4530.7754N	1330.0978E	
11/03/17	01:34:25	5039	5.99	32	14.10	245	51	9.56	296	6.10	241	4530.7749N	1330.0956E	
11/03/17	01:34:26	5040	6.00	32	14.19	245	51	9.64	296	6.00	241	4530.7739N	1330.0931E	
11/03/17	01:34:27	5041	5.91	30	14.29	245	48	9.65	293	5.90	241	4530.7729N	1330.0913E	
11/03/17	01:34:28	5042	5.81	30	14.30	244	47	9.71	291	5.80	240	4530.7725N	1330.0894E	
11/03/17	01:34:29	5043	5.89	30	14.48	244	47	9.83	292	5.80	240	4530.7715N	1330.0873E	
11/03/17	01:34:30	5044	5.90	30	14.59	245	47	9.93	293	5.90	242	4530.7705N	1330.0852E	
11/03/17	01:34:31	5045	5.90	30	14.60	246	47	9.94	293	5.90	242	4530.7700N	1330.0833E	
11/03/17	01:34:32	5046	5.90	30	14.60	245	47	9.94	293	5.90	241	4530.7695N	1330.0813E	
11/03/17	01:34:33	5047	5.90	31	14.78	244	48	10.18	292	6.00	240	4530.7686N	1330.0795E	
11/03/17	01:34:34	5048	5.99	30	14.62	244	48	9.90	292	5.90	240	4530.7676N	1330.0775E	
11/03/17	01:34:37	5049	5.91	30	14.60	244	47	9.93	292	6.00	240	4530.7666N	1330.0757E	
11/03/17	01:34:37	5050	5.90	31	14.51	244	49	9.92	292	5.90	240	4530.7661N	1330.0737E	
11/03/17	01:34:37	5051	5.90	32	14.50	244	50	9.99	294	5.90	240	4530.7651N	1330.0718E	
11/03/17	01:34:38	5052	5.90	32	14.41	244	50	9.91	294	5.90	240	4530.7642N	1330.0698E	
11/03/17	01:34:39	5053	5.90	32	14.40	244	50	9.90	294	5.90	240	4530.7632N	1330.0679E	
11/03/17	01:34:40	5054	5.90	32	14.22	242	51	9.73	293	5.90	238	4530.7617N	1330.0654E	
11/03/17	01:34:41	5055	5.99	33	13.93	241	53	9.48	294	6.00	236	4530.7607N	1330.0634E	
11/03/17	01:34:42	5056	6.00	32	13.81	240	52	9.29	292	6.00	236	4530.7598N	1330.0613E	
11/03/17	01:34:43	5057	6.00	31	13.98	240	50	9.37	291	6.00	237	4530.7588N	1330.0591E	
11/03/17	01:34:44	5058	5.91	31	14.00	243	50	9.44	293	5.90	239	4530.7583N	1330.0571E	
11/03/17	01:34:45	5059	5.90	31	13.91	243	50	9.36	293	6.00	239	4530.7573N	1330.0551E	
11/03/17	01:34:46	5060	5.90	32	13.99	243	51	9.51	294	6.00	239	4530.7568N	1330.0529E	
11/03/17	01:34:47	5061	5.90	32	13.82	245	52	9.35	297	5.90	241	4530.7559N	1330.0509E	
11/03/17	01:34:48	5062	5.90	32	13.80	246	52	9.34	297	5.90	242	4530.7549N	1330.0490E	
11/03/17	01:34:49	5063	5.99	33	13.71	245	53	9.27	299	6.00	241	4530.7544N	1330.0470E	
11/03/17	01:34:50	5064	5.91	32	13.70	244	52	9.24	296	5.90	240	4530.7534N	1330.0450E	
11/03/17	01:34:51	5065	5.90	32	13.70	243	52	9.24	294	5.90	238	4530.7520N	1330.0431E	
11/03/17	01:34:52	5066	5.99	32	13.79	241	52	9.27	293	6.00	237	4530.7510N	1330.0411E	
11/03/17	01:34:53	5067	6.00	33	13.71	240	53	9.26	294	6.00	236	4530.7495N	1330.0383E	
11/03/17	01:34:54	5068	6.00	32	13.61	240	53	9.10	293	6.00	237	4530.7485N	1330.0358E	
11/03/17	01:34:55	5069	6.00	32	13.60	240	52	9.09	293	6.00	236	4530.7476N	1330.0337E	
11/03/17	01:34:56	5070	6.00	31	13.42	240	52	8.84	291	6.00	237	4530.7466N	1330.0320E	
11/03/17	01:34:57	5071	6.00	31	13.49	241	51	8.90	292	5.90	237	4530.7461N	1330.0303E	
11/03/17	01:34:58	5072	5.91	31	13.50	241	51	8.97	292	5.90	237	4530.7456N	1330.0284E	
11/03/17	01:34:59	5073	5.90	31	13.50	241	51	8.97	292	5.90	237	4530.7446N	1330.0265E	
11/03/17	01:35:00	5074	5.90	31	13.32	241	51	8.80	292	5.90	237	4530.7437N	1330.0245E	
11/03/17	01:35:01	5075	5.99	32	13.12	241	53	8.64	294	6.00	236	4530.7422N	1330.0223E	
11/03/17	01:35:02	5076	6.18	32	13.10	240	55	8.52	295	6.20	237	4530.7412N	1330.0201E	
11/03/17	01:35:03	5077	6.11	34	13.01	240	57	8.63	297	6.10	235	4530.7402N	1330.0182E	
11/03/17	01:35:04	5078	6.10	33	12.82	239	56	8.40	295	6.10	235	4530.7393N	1330.0161E	
11/03/17	01:35:05	5079	6.01	33	12.89	238	56	8.51	294	6.00	234	4530.7383N	1330.0142E	
11/03/17	01:35:06	5080	6.00	33	12.90	238	56	8.52	294	6.00	236	4530.7368N	1330.0114E	
11/03/17	01:35:07	5081	6.09	33	12.90	240	56	8.47	296	6.10	237	4530.7358N	1330.0096E	
11/03/17	01:35:08	5082	6.10	34	12.99	240	57	8.63	298	6.10	237	4530.7349N	1330.0078E	
11/03/17	01:35:09	5083	6.10	33	13.18	241	56	8.73	296	6.10	237	4530.7344N	1330.0057E	
11/03/17	01:35:10	5084	6.01	33	13.20	240	55	8.79	295	6.00	237	4530.7334N	1330.0037E	
11/03/17	01:35:11	5085	5.82	33	13.29	240	54	8.99	294	5.80	236	4530.7329N	1330.0020E	
11/03/17	01:35:12	5086	5.89	33	13.30	241	54	8.95	295	5.90	237	4530.7324N	1329.9998E	
11/03/17	01:35:13	5087	5.90	32	13.48	241	52	9.04	293	5.90	237	4530.7314N	1329.9979E	
11/03/17	01:35:14	5088	5.99	32	13.41	241	53	8.91	294	6.00	237	4530.7305N	1329.9960E	
11/03/17	01:35:15	5089	5.91	32	13.40	242	52	8.96	294	5.90	238	4530.7300N	1329.9941E	
11/03/17	01:35:16	5090	5.90	32	13.40	244	52	8.96	296	5.90	240	4530.7295N	1329.9924E	
11/03/17	01:35:17	5091	5.90	32	13.49	243	52	9.04	295	5.90	239	4530.7290N	1329.9902E	
11/03/17	01:35:18	5092	5.90	32	13.50	243	52	9.05	295	5.90	239	4530.7280N	1329.9877E	
11/03/17	01:35:19	5093	5.99	33	13.50	242	54	9.07	296	6.00	238	4530.7271N	1329.9858E	
11/03/17	01:35:20	5094	5.91	32	13.41	241	53	8.97	293	5.90	237	4530.7261N	1329.9839E	
11/03/17	01:35:21	5095	6.08	33	13.40	239	55	8.93	293	6.10	235	4530.7246N	1329.9816E	
11/03/17	01:35:22	5096	6.10	33	13.40	238	55	8.93	293	6.10	234	4530.7236N	1329.9796E	
11/03/17	01:35:23	5097	6.10	32	13.13	238	54	8.60	292	6.10	234	4530.7222N	1329.9777E	
11/03/17	01:35:24	5098	6.01	33	13.01	239	55	8.61	295	6.10	236	4530.7212N	1329.9756E	
11/03/17	01:35:25	5099	6.09	32	13.00	237	55	8.48	292	6.10	233	4530.7197N	1329.9738E	
11/03/17	01:35:26	5100	6.10	32	13.00	237	54	8.47	292	6.10	234	4530.7188N	1329.9720E	
11/03/17	01:35:27	5101	6.10	31	13.18	238	53	8.56	291	6.10	235	4530.7178N	1329.9700E	
11/03/17	01:35:28	5102	6.10	32	13.20	239	54	8.64	293	6.10	236	4530.7168N	1329.9679E	
11/03/17	01:35:29	5103	6.19	32	13.20	241	54	8.60	296	6.20	238	4530.7158N	1329.9658E	
11/03/17	01:35:31	5104	6.20	32	13.20	242	54	8.60	297	6.20	239	4530.7148N	1329.9637E	
11/03/17	01:35:32	5105	6.11	33	13.20	242	55	8.73	297	6.10	238	4530.7139N	1329.9615E	
11/03/17	01:35:33	5106	6.10	33	12.93	240	56	8.49	296	6.10	236	4530.7129N	1329.9594E	
11/03/17	01:35:34	5107	6.10	33	12.90	239	56	8.47	295	6.10	235	4530.7114N	1329.9568E	
11/03/17	01:35:35	5108	6.01	33	12.90	237	56	8.51	293	6.00	233	4530.7104N	1329.9550E	
11/03/17	01:35:36	5109	6.00	35	12.72	237	59	8.51	295	6.00	233	4530.7095N	1329.9532E	
11/03/17	01:35:37	5110	6.00	34	12.52	236	58	8.27	294	6.00	232	4530.7085N	1329.9514E	
11/03/17	01:35:38	5111	6.00	34	12.50	237	58	8.24	295	6.00	233	4530.7075N	1329.9496E	
11/03/17	01:35:39	5112	6.09	34	12.59	237	58	8.27	296	6.10	234	4530.7065N	1329.9478E	
11/03/17	01:35:40	5113	6.10	35	12.60	239	60	8.36	298	6.10	235	4530.7056N	1329.9457E	
11/03/17	01:35:41	5114	6.10	35	12.60	240	60	8.37	300	6.10	237	4530.7046N	1329.9437E	
11/03/17	01:35:44	5115	6.10	35	12.69	241	59	8.45	301	6.10	238	4530.7041N	1329.9417E	
11/03/17	01:35:44	5116	6.01	35	12.70	242	59	8.51	301	6.00	239	4530.7031N	1329.9398E	
11/03/17	01:35:44	5117	6.00	34	12.88	243	57	8.60	300	6.00	239	4530.7026N	1329.9377E	
11/03/17	01:35:45	5118	6.09	35	12.81	242	59	8.56	301	6.10	238	4530.7017N	1329.9352E	
11/03/17	01:35:46	5119	6.19	34	12.71	241	59	8.34	300	6.20	238	4530.7002N	1329.9327E	
11/03/17	01:35:47	5120	6.29	34	12.70	240	59	8.27	299	6.30	236	4530.6992N	1329.9304E	
11/03/17	01:35:48	5121	6.12	35	12.52	240	60	8.28	300	6.10	237	4530.6982N	1329.9281E	
11/03/17	01:35:49	5122	6.10	34	12.32	240	59	8.03	299	6.00	236	4530.6973N	1329.9259E	
11/03/17	01:35:50	5123	6.01	34	12.30	239	59	8.06	297	6.10	235	4530.6958N	1329.9237E	
11/03/17	01:35:51	5124	6.00	34	12.30	238	59	8.06	297	6.00	234	4530.6948N	1329.9216E	
11/03/17	01:35:53	5125	6.00	36	12.21	238	61	8.14	299	5.90	234	4530.6943N	1329.9197E	
11/03/17	01:35:53	5126	6.00	35	12.20	238	60	8.07	298	6.00	234	4530.6929N	1329.9178E	
11/03/17	01:35:54	5127	6.00	35	12.20	238	60	8.06	299	6.00	235	4530.6919N	1329.9158E	
11/03/17	01:35:55	5128	6.00	35	12.38	238	60	8.22	298	6.00	235	4530.6909N	1329.9141E	
11/03/17	01:35:56	5129	5.91	36	12.40	238	60	8.36	298	5.80	234	4530.6904N	1329.9124E	
11/03/17	01:35:57	5130	5.81	35	12.31	238	59	8.26	297	5.90	234	4530.6895N	1329.9105E	
11/03/17	01:35:58	5131	5.89	35	12.30	239	59	8.20	298	5.90	235	4530.6885N	1329.9086E	
11/03/17	01:35:59	5132	5.90	34	12.30	240	58	8.12	298	5.90	237	4530.6875N	1329.9069E	
11/03/17	01:36:00	5133	5.99	33	12.48	241	57	8.15	298	6.00	238	4530.6865N	1329.9049E	
11/03/17	01:36:01	5134	6.00	33	12.50	242	57	8.15	299	5.90	239	4530.6860N	1329.9030E	
11/03/17	01:36:02	5135	5.91	34	12.68	243	57	8.44	300	5.90	240	4530.6855N	1329.9004E	
11/03/17	01:36:03	5136	5.81	34	12.70	243	56	8.52	299	5.80	239	4530.6846N	1329.8986E	
11/03/17	01:36:04	5137	5.80	35	12.79	242	57	8.69	299	5.80	238	4530.6841N	1329.8966E	
11/03/17	01:36:05	5138	5.80	35	12.80	242	57	8.71	299	5.80	239	4530.6831N	1329.8947E	
11/03/17	01:36:06	5139	5.80	34	12.89	243	56	8.72	299	5.80	239	4530.6826N	1329.8929E	
11/03/17	01:36:09	5140	5.80	33	12.90	243	55	8.64	297	5.80	239	4530.6821N	1329.8910E	
11/03/17	01:36:09	5141	5.71	32	13.08	243	52	8.78	295	5.70	239	4530.6812N	1329.8892E	
11/03/17	01:36:09	5142	5.70	32	13.10	243	52	8.80	295	5.70	240	4530.6802N	1329.8872E	
11/03/17	01:36:11	5143	5.70	32	13.28	243	52	8.97	295	5.70	240	4530.6797N	1329.8853E	
11/03/17	01:36:11	5144	5.79	33	13.39	244	53	9.09	297	5.80	239	4530.6792N	1329.8832E	
11/03/17	01:36:12	5145	5.89	33	13.40	243	54	9.05	297	5.90	236	4530.6777N	1329.8812E	
11/03/17	01:36:13	5146	5.81	34	13.40	240	55	9.17	295	5.80	236	4530.6768N	1329.8796E	
11/03/17	01:36:14	5147	5.80	34	13.58	240	54	9.35	294	5.80	236	4530.6758N	1329.8776E	
11/03/17	01:36:15	5148	5.80	33	13.51	240	53	9.21	293	5.80	238	4530.6748N	1329.8756E	
11/03/17	01:36:16	5149	5.80	33	13.50	241	53	9.20	294	5.80	238	4530.6738N	1329.8737E	
11/03/17	01:36:17	5150	5.80	32	13.50	243	52	9.12	295	5.80	240	4530.6729N	1329.8711E	
11/03/17	01:36:18	5151	5.89	32	13.68	243	52	9.23	294	5.90	239	4530.6719N	1329.8691E	
11/03/17	01:36:19	5152	5.90	34	13.79	242	54	9.47	296	6.00	238	4530.6714N	1329.8669E	
11/03/17	01:36:20	5153	5.90	34	13.80	241	54	9.50	295	5.90	237	4530.6704N	1329.8647E	
11/03/17	01:36:21	5154	5.90	34	13.80	242	54	9.50	296	5.90	238	4530.6694N	1329.8630E	
11/03/17	01:36:22	5155	5.90	34	13.44	244	55	9.16	299	5.90	240	4530.6689N	1329.8612E	
11/03/17	01:36:23	5156	5.81	34	13.58	244	54	9.35	298	5.80	240	4530.6680N	1329.8594E	
11/03/17	01:36:24	5157	5.80	34	13.60	243	54	9.37	298	5.80	240	4530.6675N	1329.8574E	
11/03/17	01:36:25	5158	5.80	34	13.60	243	54	9.37	298	5.90	240	4530.6665N	1329.8552E	
11/03/17	01:36:26	5159	5.80	33	13.24	243	54	8.96	297	5.80	240	4530.6655N	1329.8531E	
11/03/17	01:36:27	5160	5.80	36	13.02	242	58	8.98	299	5.80	238	4530.6646N	1329.8511E	
11/03/17	01:36:28	5161	5.80	36	13.00	241	58	8.98	299	5.80	237	4530.6636N	1329.8492E	
11/03/17	01:36:30	5162	5.80	36	12.91	241	59	8.90	300	5.80	237	4530.6626N	1329.8469E	
11/03/17	01:36:30	5163	5.80	36	12.72	242	59	8.72	301	5.70	238	4530.6616N	1329.8451E	
11/03/17	01:36:31	5164	5.71	36	12.52	242	59	8.59	301	5.70	238	4530.6611N	1329.8431E	
11/03/17	01:36:32	5165	5.70	36	12.50	243	59	8.57	302	5.60	239	4530.6602N	1329.8413E	
11/03/17	01:36:33	5166	5.61	35	12.59	243	57	8.63	300	5.60	240	4530.6597N	1329.8395E	
11/03/17	01:36:34	5167	5.60	34	12.78	244	55	8.73	299	5.60	240	4530.6587N	1329.8378E	
11/03/17	01:36:35	5168	5.60	33	12.98	245	53	8.83	298	5.60	241	4530.6582N	1329.8359E	
11/03/17	01:36:36	5169	5.78	33	13.00	245	54	8.74	299	5.80	241	4530.6577N	1329.8340E	
11/03/17	01:36:37	5170	5.80	33	13.00	244	54	8.73	299	5.80	240	4530.6567N	1329.8322E	
11/03/17	01:36:38	5171	5.80	34	13.00	245	55	8.80	301	5.80	242	4530.6562N	1329.8302E	
11/03/17	01:36:39	5172	5.80	34	13.00	245	56	8.81	301	5.80	241	4530.6553N	1329.8282E	
11/03/17	01:36:40	5173	5.80	34	12.91	244	56	8.73	300	5.80	241	4530.6548N	1329.8262E	
11/03/17	01:36:43	5174	5.80	34	13.08	244	55	8.89	299	5.80	240	4530.6538N	1329.8242E	
11/03/17	01:36:43	5175	5.89	33	13.28	244	54	8.94	299	5.90	241	4530.6528N	1329.8221E	
11/03/17	01:36:45	5176	5.99	33	13.30	245	55	8.90	299	5.90	241	4530.6523N	1329.8199E	
11/03/17	01:36:45	5177	5.91	32	13.30	245	53	8.87	298	5.90	241	4530.6509N	1329.8181E	
11/03/17	01:36:46	5178	5.90	33	13.39	245	54	9.02	299	5.90	242	4530.6499N	1329.8157E	
11/03/17	01:36:47	5179	5.90	32	13.49	247	52	9.05	299	5.90	244	4530.6494N	1329.8136E	
11/03/17	01:36:48	5180	5.90	32	13.50	248	52	9.05	301	5.90	245	4530.6484N	1329.8115E	
11/03/17	01:36:49	5181	5.90	31	13.68	248	51	9.15	299	5.90	245	4530.6475N	1329.8094E	
11/03/17	01:36:50	5182	5.90	32	13.97	248	51	9.49	299	5.90	244	4530.6470N	1329.8073E	
11/03/17	01:36:51	5183	5.90	33	14.09	248	52	9.68	300	5.90	244	4530.6465N	1329.8051E	
11/03/17	01:36:52	5184	5.90	33	14.10	246	52	9.70	298	5.90	242	4530.6460N	1329.8029E	
11/03/17	01:36:53	5185	5.81	33	14.10	246	52	9.75	298	5.80	242	4530.6450N	1329.8007E	
