----------------------------- log1Hz20170311_1212 --------------------------  
Date	Time	Ts	Boatspeed	AW_angle	AW_speed	Heading	TW_angle	TW_speed	TW_Dir	Ext_SOG	Ext_COG	Latitudine	Longitudine  
11/03/17	01:28:30	4690	5.89	33	12.50	236	56	8.21	292	5.90	234	4531.0659N	1330.7349E	
11/03/17	01:28:31	4691	5.90	34	12.41	237	58	8.20	295	5.90	235	4531.0654N	1330.7332E	
11/03/17	01:28:32	4692	5.99	34	12.58	238	58	8.32	296	6.00	236	4531.0645N	1330.7312E	
11/03/17	01:28:33	4693	6.00	33	12.69	239	56	8.33	295	6.00	237	4531.0640N	1330.7292E	
11/03/17	01:28:34	4694	6.00	33	12.70	240	56	8.34	296	6.00	238	4531.0630N	1330.7273E	
11/03/17	01:28:35	4695	6.00	32	12.97	242	54	8.51	296	6.00	239	4531.0620N	1330.7250E	
11/03/17	01:28:36	4696	5.91	31	13.18	243	52	8.67	295	5.90	239	4531.0610N	1330.7231E	
11/03/17	01:28:37	4697	5.90	32	13.38	243	52	8.93	295	5.90	239	4531.0601N	1330.7208E	
11/03/17	01:28:38	4698	5.90	34	13.40	242	55	9.11	297	5.90	238	4531.0591N	1330.7188E	
11/03/17	01:28:39	4699	5.90	34	13.40	242	55	9.12	297	5.80	238	4531.0586N	1330.7168E	
11/03/17	01:28:40	4700	5.81	32	13.40	241	52	9.03	293	5.80	237	4531.0576N	1330.7151E	
11/03/17	01:28:41	4701	5.80	32	13.49	241	52	9.11	293	5.80	237	4531.0571N	1330.7133E	
11/03/17	01:28:42	4702	5.80	32	13.50	241	52	9.11	292	5.80	237	4531.0562N	1330.7111E	
11/03/17	01:28:43	4703	5.89	32	13.59	241	52	9.14	293	5.90	237	4531.0552N	1330.7091E	
11/03/17	01:28:44	4704	5.90	30	13.60	243	49	9.00	292	5.90	239	4531.0542N	1330.7072E	
11/03/17	01:28:45	4705	5.90	31	13.78	243	50	9.23	293	5.90	239	4531.0537N	1330.7053E	
11/03/17	01:28:46	4706	5.90	31	13.80	243	50	9.25	293	5.90	239	4531.0527N	1330.7032E	
11/03/17	01:28:47	4707	5.99	32	13.89	240	52	9.36	292	6.00	236	4531.0513N	1330.7013E	
11/03/17	01:28:48	4708	6.00	32	13.90	240	52	9.37	292	6.00	236	4531.0503N	1330.6992E	
11/03/17	01:28:49	4709	6.00	32	13.72	239	52	9.20	291	6.00	235	4531.0493N	1330.6971E	
11/03/17	01:28:50	4710	5.91	32	13.70	238	52	9.24	290	5.90	234	4531.0479N	1330.6949E	
11/03/17	01:28:51	4711	5.90	32	13.52	239	52	9.07	291	5.90	235	4531.0469N	1330.6932E	
11/03/17	01:28:52	4712	5.81	31	13.32	238	51	8.87	289	5.90	234	4531.0459N	1330.6912E	
11/03/17	01:28:53	4713	5.89	31	13.30	238	51	8.79	289	5.90	234	4531.0449N	1330.6891E	
11/03/17	01:28:54	4714	5.90	31	13.30	237	51	8.79	289	5.90	234	4531.0435N	1330.6873E	
11/03/17	01:28:55	4715	5.81	31	13.12	237	51	8.67	288	5.80	233	4531.0425N	1330.6852E	
11/03/17	01:28:56	4716	5.80	31	13.01	237	51	8.58	288	5.70	233	4531.0415N	1330.6833E	
11/03/17	01:28:57	4717	5.71	31	13.00	236	51	8.62	287	5.60	232	4531.0410N	1330.6814E	
11/03/17	01:28:58	4718	5.70	31	12.91	237	51	8.54	288	5.70	234	4531.0400N	1330.6796E	
11/03/17	01:28:59	4719	5.61	31	12.90	238	51	8.59	288	5.70	234	4531.0391N	1330.6779E	
11/03/17	01:29:01	4720	5.69	31	12.81	237	51	8.46	288	5.70	233	4531.0381N	1330.6761E	
11/03/17	01:29:02	4721	5.61	31	12.80	237	51	8.50	288	5.60	234	4531.0376N	1330.6744E	
11/03/17	01:29:03	4722	5.51	30	12.80	237	49	8.49	286	5.60	233	4531.0361N	1330.6719E	
11/03/17	01:29:04	4723	5.59	31	12.89	236	50	8.59	287	5.50	232	4531.0352N	1330.6697E	
11/03/17	01:29:05	4724	5.51	31	12.90	237	50	8.65	287	5.50	233	4531.0342N	1330.6682E	
11/03/17	01:29:06	4725	5.59	31	12.90	237	51	8.60	288	5.60	233	4531.0337N	1330.6667E	
11/03/17	01:29:08	4726	5.60	31	12.90	238	51	8.60	289	5.60	235	4531.0327N	1330.6650E	
11/03/17	01:29:08	4727	5.69	31	12.99	238	51	8.63	289	5.70	234	4531.0317N	1330.6636E	
11/03/17	01:29:10	4728	5.79	31	13.09	238	51	8.66	289	5.80	234	4531.0308N	1330.6617E	
11/03/17	01:29:10	4729	5.89	31	13.10	239	52	8.60	291	5.90	236	4531.0298N	1330.6598E	
11/03/17	01:29:11	4730	5.90	32	13.10	240	53	8.67	292	5.90	236	4531.0288N	1330.6578E	
11/03/17	01:29:12	4731	5.81	32	13.19	240	52	8.82	292	5.80	236	4531.0273N	1330.6558E	
11/03/17	01:29:13	4732	5.71	33	13.29	239	53	9.04	292	5.70	235	4531.0264N	1330.6541E	
11/03/17	01:29:14	4733	5.61	33	13.30	236	53	9.12	288	5.60	232	4531.0254N	1330.6519E	
11/03/17	01:29:15	4734	5.69	33	13.30	235	53	9.07	288	5.70	231	4531.0244N	1330.6499E	
11/03/17	01:29:16	4735	5.70	34	12.94	234	55	8.80	289	5.70	230	4531.0234N	1330.6477E	
11/03/17	01:29:17	4736	5.70	33	12.63	235	55	8.45	289	5.80	231	4531.0220N	1330.6460E	
11/03/17	01:29:18	4737	5.70	33	12.60	235	55	8.42	290	5.70	232	4531.0215N	1330.6443E	
11/03/17	01:29:19	4738	5.61	32	12.51	234	53	8.31	287	5.60	230	4531.0205N	1330.6432E	
11/03/17	01:29:20	4739	5.60	33	12.68	232	54	8.54	286	5.60	228	4531.0200N	1330.6420E	
11/03/17	01:29:21	4740	5.60	33	12.70	232	54	8.56	286	5.60	229	4531.0190N	1330.6405E	
11/03/17	01:29:22	4741	5.69	34	12.79	232	55	8.67	287	5.70	228	4531.0181N	1330.6392E	
11/03/17	01:29:24	4742	5.79	34	12.62	232	56	8.46	288	5.80	228	4531.0166N	1330.6375E	
11/03/17	01:29:24	4743	5.89	33	12.51	231	56	8.23	287	5.80	228	4531.0161N	1330.6359E	
11/03/17	01:29:27	4744	5.81	33	12.50	232	56	8.26	287	5.80	228	4531.0151N	1330.6344E	
11/03/17	01:29:27	4745	5.80	33	12.68	233	55	8.43	288	5.80	230	4531.0142N	1330.6328E	
11/03/17	01:29:27	4746	5.80	33	12.70	234	55	8.45	289	5.90	230	4531.0127N	1330.6310E	
11/03/17	01:29:28	4747	5.98	34	12.70	235	57	8.42	292	5.90	232	4531.0112N	1330.6285E	
11/03/17	01:29:29	4748	6.09	34	12.70	236	58	8.37	294	6.10	233	4531.0098N	1330.6259E	
11/03/17	01:29:30	4749	6.10	33	12.88	238	56	8.45	294	6.10	234	4531.0088N	1330.6238E	
11/03/17	01:29:31	4750	6.01	32	12.72	237	55	8.27	292	6.00	232	4531.0073N	1330.6218E	
11/03/17	01:29:32	4751	6.00	32	12.70	236	55	8.25	291	6.00	232	4531.0063N	1330.6198E	
11/03/17	01:29:33	4752	6.00	33	12.70	236	56	8.33	292	6.00	232	4531.0054N	1330.6180E	
11/03/17	01:29:34	4753	5.91	33	12.79	235	55	8.47	290	5.90	233	4531.0049N	1330.6163E	
11/03/17	01:29:35	4754	5.81	34	12.71	236	56	8.53	292	5.80	233	4531.0039N	1330.6144E	
11/03/17	01:29:36	4755	5.89	36	12.61	236	60	8.56	295	5.90	232	4531.0024N	1330.6125E	
11/03/17	01:29:37	4756	5.99	36	12.60	237	60	8.52	297	6.00	233	4531.0015N	1330.6101E	
11/03/17	01:29:38	4757	6.00	36	12.60	236	60	8.51	297	6.00	232	4531.0005N	1330.6080E	
11/03/17	01:29:39	4758	6.00	36	12.60	236	60	8.51	297	6.00	233	4530.9995N	1330.6061E	
11/03/17	01:29:40	4759	5.91	36	12.78	236	59	8.72	295	5.90	232	4530.9980N	1330.6044E	
11/03/17	01:29:41	4760	5.81	36	12.80	235	59	8.79	294	5.80	232	4530.9971N	1330.6023E	
11/03/17	01:29:42	4761	5.80	35	12.80	236	58	8.72	294	5.80	232	4530.9961N	1330.6005E	
11/03/17	01:29:43	4762	5.80	34	12.62	237	57	8.47	293	5.80	233	4530.9951N	1330.5988E	
11/03/17	01:29:44	4763	5.89	34	12.69	237	57	8.48	294	5.90	233	4530.9941N	1330.5967E	
11/03/17	01:29:45	4764	5.90	34	12.70	237	57	8.48	294	5.90	234	4530.9932N	1330.5947E	
11/03/17	01:29:46	4765	5.90	34	12.61	237	57	8.39	294	5.90	233	4530.9922N	1330.5929E	
11/03/17	01:29:47	4766	5.90	33	12.78	236	55	8.47	292	5.90	232	4530.9912N	1330.5908E	
11/03/17	01:29:48	4767	5.90	33	12.80	236	55	8.48	291	5.90	232	4530.9902N	1330.5887E	
11/03/17	01:29:49	4768	5.81	32	12.89	236	53	8.55	290	5.80	233	4530.9888N	1330.5870E	
11/03/17	01:29:50	4769	5.80	33	13.08	236	54	8.79	290	5.80	232	4530.9878N	1330.5854E	
11/03/17	01:29:51	4770	5.80	33	13.19	236	54	8.90	289	5.90	232	4530.9868N	1330.5836E	
11/03/17	01:29:52	4771	5.80	33	13.20	237	54	8.91	291	5.80	233	4530.9863N	1330.5820E	
11/03/17	01:29:53	4772	5.89	33	13.20	238	54	8.86	292	5.90	234	4530.9854N	1330.5801E	
11/03/17	01:29:54	4773	5.90	33	13.02	239	55	8.69	294	5.90	235	4530.9849N	1330.5785E	
11/03/17	01:29:55	4774	5.90	33	13.09	239	55	8.75	294	5.90	236	4530.9839N	1330.5767E	
11/03/17	01:29:56	4775	5.90	33	13.10	240	55	8.76	294	5.90	236	4530.9829N	1330.5747E	
11/03/17	01:29:57	4776	5.90	33	13.19	240	54	8.85	295	6.00	237	4530.9824N	1330.5728E	
11/03/17	01:29:58	4777	5.99	34	13.20	241	56	8.88	297	6.00	237	4530.9814N	1330.5706E	
11/03/17	01:29:59	4778	6.00	34	13.20	240	56	8.88	296	6.00	236	4530.9805N	1330.5686E	
11/03/17	01:30:00	4779	6.00	34	13.38	241	56	9.05	296	6.00	237	4530.9795N	1330.5667E	
11/03/17	01:30:01	4780	6.00	34	13.40	241	56	9.07	296	6.00	237	4530.9785N	1330.5645E	
11/03/17	01:30:02	4781	5.91	33	13.49	241	54	9.13	295	5.90	237	4530.9780N	1330.5625E	
11/03/17	01:30:04	4782	5.90	33	13.50	242	54	9.13	296	6.00	238	4530.9771N	1330.5604E	
11/03/17	01:30:05	4783	5.99	33	13.59	242	54	9.17	296	5.90	238	4530.9761N	1330.5586E	
11/03/17	01:30:06	4784	5.91	31	13.69	243	51	9.16	294	5.90	239	4530.9756N	1330.5566E	
11/03/17	01:30:07	4785	5.90	31	13.88	243	50	9.33	293	5.90	239	4530.9746N	1330.5543E	
11/03/17	01:30:08	4786	5.90	31	13.90	243	50	9.35	293	5.90	239	4530.9736N	1330.5522E	
11/03/17	01:30:09	4787	5.99	31	13.90	243	50	9.29	293	6.00	239	4530.9727N	1330.5502E	
11/03/17	01:30:10	4788	6.00	30	13.99	241	49	9.30	290	6.00	237	4530.9717N	1330.5481E	
11/03/17	01:30:11	4789	5.91	30	13.91	241	49	9.27	289	5.90	237	4530.9707N	1330.5463E	
11/03/17	01:30:12	4790	5.90	29	13.81	242	47	9.12	289	5.90	238	4530.9697N	1330.5443E	
11/03/17	01:30:13	4791	5.90	29	13.80	242	47	9.10	289	5.90	238	4530.9688N	1330.5424E	
11/03/17	01:30:14	4792	5.90	31	13.89	241	50	9.33	291	5.90	238	4530.9678N	1330.5402E	
11/03/17	01:30:15	4793	5.81	32	13.63	242	51	9.22	293	5.80	238	4530.9668N	1330.5383E	
11/03/17	01:30:16	4794	5.89	32	13.60	241	52	9.15	293	5.90	238	4530.9658N	1330.5363E	
11/03/17	01:30:17	4795	5.81	33	13.42	240	53	9.11	294	5.80	236	4530.9648N	1330.5344E	
11/03/17	01:30:18	4796	5.89	34	13.40	240	55	9.12	295	5.90	236	4530.9634N	1330.5323E	
11/03/17	01:30:19	4797	5.72	33	13.49	240	53	9.24	293	5.70	236	4530.9624N	1330.5302E	
11/03/17	01:30:20	4798	5.70	33	13.50	241	53	9.25	294	5.70	238	4530.9619N	1330.5280E	
11/03/17	01:30:21	4799	5.70	33	13.32	242	53	9.09	295	5.70	238	4530.9614N	1330.5267E	
11/03/17	01:30:22	4800	5.70	33	13.03	242	54	8.82	296	5.60	238	4530.9604N	1330.5250E	
11/03/17	01:30:23	4801	5.61	32	13.09	242	52	8.86	294	5.60	238	4530.9595N	1330.5233E	
11/03/17	01:30:24	4802	5.60	32	13.10	241	52	8.86	292	5.60	237	4530.9590N	1330.5214E	
11/03/17	01:30:25	4803	5.69	30	13.19	241	49	8.75	290	5.80	237	4530.9580N	1330.5193E	
11/03/17	01:30:26	4804	5.79	30	13.38	242	49	8.85	291	5.80	238	4530.9575N	1330.5173E	
11/03/17	01:30:27	4805	5.80	30	13.40	242	49	8.86	291	5.80	238	4530.9565N	1330.5153E	
11/03/17	01:30:28	4806	5.71	30	13.49	242	48	9.01	291	5.70	238	4530.9556N	1330.5134E	
11/03/17	01:30:29	4807	5.70	30	13.50	242	48	9.02	290	5.70	238	4530.9551N	1330.5114E	
11/03/17	01:30:30	4808	5.70	30	13.59	241	48	9.11	289	5.70	237	4530.9541N	1330.5094E	
11/03/17	01:30:31	4809	5.79	30	13.60	241	49	9.06	289	5.80	237	4530.9526N	1330.5070E	
11/03/17	01:30:33	4810	5.89	31	13.60	239	50	9.07	290	5.80	235	4530.9512N	1330.5052E	
11/03/17	01:30:33	4811	5.90	32	13.60	239	52	9.14	290	5.80	235	4530.9502N	1330.5035E	
11/03/17	01:30:34	4812	5.81	32	13.60	239	52	9.20	290	5.80	235	4530.9497N	1330.5018E	
11/03/17	01:30:35	4813	5.80	32	13.60	239	51	9.21	290	5.80	236	4530.9487N	1330.4998E	
11/03/17	01:30:36	4814	5.89	32	13.51	240	52	9.07	292	5.90	236	4530.9478N	1330.4978E	
11/03/17	01:30:37	4815	5.99	34	13.32	241	56	8.98	296	6.00	237	4530.9468N	1330.4956E	
11/03/17	01:30:38	4816	6.00	33	13.30	239	55	8.90	294	6.00	235	4530.9458N	1330.4937E	
11/03/17	01:30:39	4817	6.00	33	13.39	239	54	8.98	293	6.00	235	4530.9448N	1330.4918E	
11/03/17	01:30:40	4818	6.00	33	13.40	240	54	8.98	294	6.00	236	4530.9434N	1330.4897E	
11/03/17	01:30:41	4819	6.00	32	13.31	238	53	8.82	292	6.00	234	4530.9424N	1330.4879E	
11/03/17	01:30:42	4820	5.91	32	13.21	238	53	8.78	291	5.90	235	4530.9414N	1330.4860E	
11/03/17	01:30:43	4821	5.90	32	13.20	240	53	8.77	292	5.90	236	4530.9409N	1330.4841E	
11/03/17	01:30:44	4822	5.90	32	13.20	239	53	8.77	292	5.90	236	4530.9399N	1330.4823E	
11/03/17	01:30:45	4823	5.90	31	13.11	239	52	8.62	291	5.90	235	4530.9390N	1330.4803E	
11/03/17	01:30:46	4824	5.90	32	13.10	237	53	8.67	290	5.90	234	4530.9380N	1330.4783E	
11/03/17	01:30:47	4825	5.90	32	13.10	236	53	8.68	289	5.90	232	4530.9365N	1330.4763E	
11/03/17	01:30:48	4826	5.72	32	12.92	236	53	8.62	288	5.70	232	4530.9360N	1330.4746E	
11/03/17	01:30:49	4827	5.61	33	12.72	236	54	8.57	289	5.60	232	4530.9351N	1330.4730E	
11/03/17	01:30:50	4828	5.69	33	12.52	236	55	8.35	291	5.70	232	4530.9341N	1330.4713E	
11/03/17	01:30:51	4829	5.70	33	12.50	236	55	8.32	291	5.70	233	4530.9331N	1330.4694E	
11/03/17	01:30:52	4830	5.70	33	12.41	238	55	8.24	293	5.80	235	4530.9316N	1330.4677E	
11/03/17	01:30:53	4831	5.88	33	12.49	238	56	8.21	294	5.90	234	4530.9307N	1330.4658E	
11/03/17	01:30:54	4832	5.90	33	12.50	238	56	8.21	294	6.00	233	4530.9297N	1330.4636E	
11/03/17	01:30:55	4833	5.90	33	12.50	236	56	8.21	292	5.90	232	4530.9292N	1330.4619E	
11/03/17	01:30:56	4834	5.81	32	12.50	237	54	8.18	292	5.80	234	4530.9282N	1330.4602E	
11/03/17	01:30:57	4835	5.89	32	12.50	237	55	8.13	292	5.90	236	4530.9272N	1330.4578E	
11/03/17	01:30:58	4836	5.90	32	12.50	238	55	8.12	293	5.90	234	4530.9263N	1330.4561E	
11/03/17	01:30:59	4837	5.90	32	12.59	238	54	8.21	292	5.90	234	4530.9253N	1330.4543E	
11/03/17	01:31:00	4838	5.99	34	12.51	238	58	8.24	296	6.00	233	4530.9243N	1330.4524E	
11/03/17	01:31:01	4839	6.00	33	12.32	237	57	8.00	294	6.00	233	4530.9233N	1330.4503E	
11/03/17	01:31:02	4840	6.00	33	12.30	236	57	7.97	294	5.90	233	4530.9219N	1330.4481E	
11/03/17	01:31:03	4841	5.91	33	12.39	236	56	8.10	293	5.90	233	4530.9214N	1330.4462E	
11/03/17	01:31:04	4842	5.81	33	12.40	236	56	8.16	292	5.70	233	4530.9204N	1330.4445E	
11/03/17	01:31:05	4843	5.71	33	12.22	236	56	8.05	292	5.70	233	4530.9194N	1330.4426E	
11/03/17	01:31:06	4844	5.61	32	12.38	237	53	8.19	290	5.60	233	4530.9185N	1330.4408E	
11/03/17	01:31:08	4845	5.69	32	12.40	237	54	8.15	291	5.70	234	4530.9175N	1330.4388E	
11/03/17	01:31:09	4846	5.79	31	12.49	239	53	8.10	291	5.80	235	4530.9165N	1330.4368E	
11/03/17	01:31:10	4847	5.80	31	12.59	239	52	8.18	291	5.80	235	4530.9155N	1330.4344E	
11/03/17	01:31:11	4848	5.71	32	12.60	240	53	8.32	293	5.70	236	4530.9146N	1330.4325E	
11/03/17	01:31:12	4849	5.70	32	12.60	241	53	8.33	294	5.70	237	4530.9136N	1330.4305E	
11/03/17	01:31:13	4850	5.61	33	12.78	240	54	8.63	294	5.60	237	4530.9126N	1330.4288E	
11/03/17	01:31:14	4851	5.60	33	12.89	239	53	8.74	293	5.60	236	4530.9121N	1330.4270E	
11/03/17	01:31:15	4852	5.69	33	12.90	239	54	8.70	293	5.70	235	4530.9111N	1330.4250E	
11/03/17	01:31:16	4853	5.61	33	12.81	238	54	8.66	292	5.60	235	4530.9097N	1330.4233E	
11/03/17	01:31:17	4854	5.69	32	12.62	238	53	8.37	291	5.60	234	4530.9082N	1330.4211E	
11/03/17	01:31:18	4855	5.52	32	12.33	238	53	8.19	291	5.50	234	4530.9072N	1330.4193E	
11/03/17	01:31:19	4856	5.41	32	12.30	237	52	8.23	289	5.50	233	4530.9062N	1330.4177E	
11/03/17	01:31:20	4857	5.40	32	12.30	239	52	8.23	291	5.40	235	4530.9053N	1330.4161E	
11/03/17	01:31:21	4858	5.49	33	12.39	238	54	8.33	292	5.50	235	4530.9043N	1330.4142E	
11/03/17	01:31:22	4859	5.50	30	12.58	240	50	8.31	290	5.50	236	4530.9038N	1330.4126E	
11/03/17	01:31:23	4860	5.41	30	12.60	243	49	8.36	292	5.30	239	4530.9038N	1330.4103E	
11/03/17	01:31:24	4861	5.31	29	12.78	243	47	8.54	290	5.30	239	4530.9033N	1330.4084E	
11/03/17	01:31:25	4862	5.30	29	12.98	245	46	8.73	291	5.30	241	4530.9023N	1330.4062E	
11/03/17	01:31:26	4863	5.30	29	13.00	246	46	8.75	292	5.30	242	4530.9019N	1330.4043E	
11/03/17	01:31:27	4864	5.30	28	13.18	246	44	8.86	291	5.30	243	4530.9014N	1330.4025E	
11/03/17	01:31:28	4865	5.21	28	13.29	246	44	9.03	290	5.20	243	4530.9004N	1330.4008E	
11/03/17	01:31:29	4866	5.20	28	13.48	247	43	9.22	290	5.20	243	4530.8999N	1330.3990E	
11/03/17	01:31:30	4867	5.29	28	13.50	246	44	9.17	290	5.30	242	4530.8994N	1330.3972E	
11/03/17	01:31:31	4868	5.21	29	13.50	246	45	9.29	290	5.20	242	4530.8989N	1330.3955E	
11/03/17	01:31:32	4869	5.20	29	13.41	245	45	9.21	290	5.20	241	4530.8979N	1330.3939E	
11/03/17	01:31:33	4870	5.20	29	13.40	244	45	9.20	289	5.20	240	4530.8975N	1330.3921E	
11/03/17	01:31:34	4871	5.20	28	13.31	244	44	9.06	288	5.20	240	4530.8970N	1330.3906E	
11/03/17	01:31:35	4872	5.20	30	13.03	245	47	8.90	292	5.20	242	4530.8960N	1330.3885E	
11/03/17	01:31:36	4873	5.20	30	12.91	246	47	8.80	293	5.20	242	4530.8955N	1330.3866E	
11/03/17	01:31:37	4874	5.20	30	12.81	245	47	8.71	293	5.20	241	4530.8950N	1330.3849E	
11/03/17	01:31:38	4875	5.29	30	12.80	245	48	8.63	293	5.30	241	4530.8940N	1330.3832E	
11/03/17	01:31:39	4876	5.21	29	12.53	245	47	8.37	291	5.20	241	4530.8936N	1330.3816E	
11/03/17	01:31:40	4877	5.11	28	12.50	244	45	8.35	289	5.10	239	4530.8926N	1330.3798E	
11/03/17	01:31:41	4878	5.19	28	12.32	243	46	8.11	289	5.20	237	4530.8921N	1330.3783E	
11/03/17	01:31:42	4879	5.02	28	12.30	241	45	8.22	286	5.00	236	4530.8911N	1330.3770E	
11/03/17	01:31:43	4880	5.00	28	12.12	240	45	8.05	285	5.00	236	4530.8901N	1330.3752E	
11/03/17	01:31:44	4881	5.00	28	12.01	239	45	7.95	284	5.00	236	4530.8892N	1330.3733E	
11/03/17	01:31:45	4882	5.09	30	12.09	240	48	8.08	288	5.10	237	4530.8882N	1330.3715E	
11/03/17	01:31:46	4883	5.10	30	12.10	241	48	8.09	289	5.10	238	4530.8877N	1330.3693E	
11/03/17	01:31:47	4884	5.19	30	12.37	241	48	8.29	290	5.20	239	4530.8867N	1330.3669E	
11/03/17	01:31:48	4885	5.20	30	12.49	243	48	8.40	291	5.20	239	4530.8862N	1330.3652E	
11/03/17	01:31:49	4886	5.20	30	12.50	243	48	8.41	291	5.30	240	4530.8857N	1330.3634E	
11/03/17	01:31:50	4887	5.38	31	12.77	244	50	8.61	293	5.40	243	4530.8848N	1330.3615E	
11/03/17	01:31:51	4888	5.40	30	12.98	247	48	8.74	295	5.40	244	4530.8838N	1330.3594E	
11/03/17	01:31:52	4889	5.31	29	13.27	248	46	9.01	294	5.30	245	4530.8833N	1330.3575E	
11/03/17	01:31:53	4890	5.21	29	13.30	249	45	9.10	294	5.20	246	4530.8823N	1330.3557E	
11/03/17	01:31:54	4891	5.20	29	13.39	250	45	9.19	295	5.20	244	4530.8818N	1330.3541E	
11/03/17	01:31:55	4892	5.29	27	13.22	248	43	8.85	291	5.20	242	4530.8809N	1330.3523E	
11/03/17	01:31:56	4893	5.30	27	13.20	246	43	8.82	289	5.30	242	4530.8804N	1330.3503E	
11/03/17	01:31:57	4894	5.30	27	13.29	246	43	8.90	289	5.30	243	4530.8794N	1330.3484E	
11/03/17	01:31:58	4895	5.30	26	13.48	247	41	9.03	288	5.30	244	4530.8789N	1330.3464E	
11/03/17	01:31:59	4896	5.21	27	13.68	248	42	9.33	289	5.20	244	4530.8779N	1330.3444E	
11/03/17	01:32:00	4897	5.20	27	13.70	248	42	9.37	289	5.10	243	4530.8774N	1330.3425E	
11/03/17	01:32:01	4898	5.11	27	13.79	247	41	9.52	288	5.10	242	4530.8765N	1330.3406E	
11/03/17	01:32:02	4899	5.19	26	14.07	246	40	9.68	286	5.20	243	4530.8760N	1330.3385E	
11/03/17	01:32:03	4900	5.20	27	14.01	247	41	9.66	288	5.30	244	4530.8755N	1330.3367E	
11/03/17	01:32:04	4901	5.29	27	14.00	247	41	9.59	289	5.30	244	4530.8750N	1330.3350E	
11/03/17	01:32:05	4902	5.21	27	14.00	248	41	9.65	290	5.20	245	4530.8740N	1330.3330E	
11/03/17	01:32:06	4903	5.20	27	13.91	248	41	9.57	289	5.20	244	4530.8735N	1330.3313E	
11/03/17	01:32:07	4904	5.20	28	13.99	248	42	9.71	291	5.20	244	4530.8726N	1330.3296E	
11/03/17	01:32:08	4905	5.20	28	13.82	247	43	9.54	290	5.20	243	4530.8721N	1330.3280E	
11/03/17	01:32:11	4906	5.20	28	13.80	247	43	9.53	290	5.20	243	4530.8716N	1330.3262E	
11/03/17	01:32:11	4907	5.20	28	13.71	247	43	9.44	290	5.20	244	4530.8711N	1330.3243E	
11/03/17	01:32:13	4908	5.20	28	13.79	249	43	9.52	292	5.20	245	4530.8701N	1330.3225E	
11/03/17	01:32:13	4909	5.11	28	13.80	251	42	9.59	293	5.10	247	4530.8696N	1330.3202E	
11/03/17	01:32:14	4910	5.10	28	13.80	252	42	9.60	294	5.10	248	4530.8691N	1330.3182E	
11/03/17	01:32:15	4911	5.01	29	13.80	255	43	9.72	298	4.90	251	4530.8687N	1330.3164E	
11/03/17	01:32:16	4912	4.82	27	13.80	255	40	9.76	295	4.80	251	4530.8687N	1330.3145E	
11/03/17	01:32:17	4913	4.71	27	13.80	256	40	9.84	296	4.60	252	4530.8682N	1330.3127E	
11/03/17	01:32:18	4914	4.52	25	13.71	257	37	9.81	293	4.50	253	4530.8677N	1330.3110E	
11/03/17	01:32:19	4915	4.41	23	13.70	256	33	9.80	289	4.40	252	4530.8672N	1330.3094E	
11/03/17	01:32:20	4916	4.22	23	13.70	256	33	9.95	288	4.20	252	4530.8672N	1330.3079E	
11/03/17	01:32:21	4917	4.11	22	13.70	256	31	10.01	287	4.10	253	4530.8667N	1330.3065E	
11/03/17	01:32:22	4918	4.01	21	13.25	257	30	9.62	286	4.00	253	4530.8667N	1330.3051E	
11/03/17	01:32:23	4919	3.91	21	12.75	257	30	9.21	287	3.90	253	4530.8662N	1330.3037E	
11/03/17	01:32:26	4920	3.90	21	12.71	259	30	9.17	289	3.90	256	4530.8662N	1330.3025E	
11/03/17	01:32:26	4921	3.72	22	12.52	259	31	9.17	289	3.60	255	4530.8657N	1330.3013E	
11/03/17	01:32:26	4922	3.52	21	12.50	262	29	9.30	291	3.50	258	4530.8652N	1330.3000E	
11/03/17	01:32:27	4923	3.41	20	12.41	258	27	9.28	286	3.40	254	4530.8647N	1330.2990E	
11/03/17	01:32:28	4924	3.31	20	12.40	256	27	9.36	283	3.40	252	4530.8647N	1330.2979E	
11/03/17	01:32:29	4925	3.30	20	12.13	254	27	9.10	281	3.30	250	4530.8643N	1330.2964E	
11/03/17	01:32:30	4926	3.30	20	11.83	253	27	8.80	280	3.30	249	4530.8638N	1330.2946E	
11/03/17	01:32:31	4927	3.30	20	11.80	250	27	8.78	278	3.30	246	4530.8633N	1330.2930E	
11/03/17	01:32:32	4928	3.30	22	11.44	247	30	8.47	277	3.40	242	4530.8628N	1330.2915E	
11/03/17	01:32:33	4929	3.39	23	11.31	242	32	8.30	274	3.40	238	4530.8623N	1330.2902E	
11/03/17	01:32:34	4930	3.49	24	11.39	242	34	8.32	276	3.50	238	4530.8613N	1330.2887E	
11/03/17	01:32:35	4931	3.59	25	11.49	243	35	8.37	278	3.60	239	4530.8608N	1330.2874E	
11/03/17	01:32:38	4932	3.51	25	11.50	245	35	8.45	280	3.50	241	4530.8604N	1330.2863E	
11/03/17	01:32:38	4933	3.59	26	11.50	246	37	8.42	283	3.60	242	4530.8599N	1330.2852E	
11/03/17	01:32:38	4934	3.51	26	11.41	247	37	8.40	283	3.50	243	4530.8594N	1330.2843E	
11/03/17	01:32:39	4935	3.50	26	11.49	247	36	8.48	284	3.50	244	4530.8589N	1330.2833E	
11/03/17	01:32:40	4936	3.59	26	11.50	248	37	8.42	284	3.60	244	4530.8584N	1330.2820E	
11/03/17	01:32:41	4937	3.60	28	11.68	247	39	8.66	286	3.60	243	4530.8579N	1330.2809E	
